idx,construction_score,non_article_region_score,numeral_noun_region_score,just_noun_region_score,default_ann_corruption_score,default_ann_region_score,order_swap_corruption_score,order_swap_region_score,no_article_corruption_score,no_article_region_score,no_modifier_corruption_score,no_modifier_region_score,no_numeral_corruption_score,no_numeral_region_score
3901,-10.30487823486328,-13.068459510803224,-13.056477546691896,-16.665573120117188,-12.480428695678713,-12.480428695678713,-10.624662399291992,-13.494638442993164,-13.087029457092283,-13.087029457092283,-8.665596961975098,-11.99032974243164,-11.11572551727295,-18.25381851196289
3902,-8.369071960449219,-9.95722770690918,-8.913312911987305,-8.648934364318848,-9.650677680969238,-9.650677680969238,-8.955066680908203,-10.689720153808594,-10.005529403686523,-10.005529403686523,-6.511390686035156,-8.009705543518066,-9.222504615783691,-10.892300605773926
3903,-7.917417526245117,-9.392660140991213,-8.16055679321289,-7.519798755645752,-8.78736686706543,-8.78736686706543,-8.076839447021484,-9.592366218566896,-9.633012771606444,-9.633012771606444,-6.04875373840332,-7.393427848815918,-9.10223388671875,-10.65778923034668
3904,-10.459390640258787,-13.2744779586792,-13.36550521850586,-17.283628463745117,-12.761886596679688,-12.761886596679688,-10.943586349487305,-13.919870376586914,-13.652263641357422,-13.652263641357422,-9.249679565429688,-12.86715316772461,-11.306350708007812,-18.81363677978516
3905,-9.278387069702148,-11.699604988098145,-11.00245475769043,-12.562580108642578,-11.532297134399414,-11.532297134399414,-9.94733428955078,-12.590866088867188,-12.563051223754885,-12.563051223754885,-7.976178169250488,-10.956901550292969,-10.77503776550293,-17.21856117248535
3906,-9.330642700195312,-11.769279479980469,-11.114606857299805,-12.792439460754396,-11.587002754211426,-11.587002754211426,-9.970539093017578,-12.621807098388672,-12.235185623168944,-12.235185623168944,-7.568943977355957,-10.34604835510254,-10.645201683044434,-16.842247009277344
3907,-9.830410957336426,-12.43563747406006,-12.114144325256348,-14.791513442993164,-11.929527282714844,-11.929527282714844,-10.30677604675293,-13.070123672485352,-13.044666290283203,-13.044666290283203,-7.885556221008301,-10.820966720581056,-10.953716278076172,-17.767789840698242
3908,-9.90560817718506,-12.535900115966797,-12.264538764953612,-15.092302322387695,-11.76024341583252,-11.76024341583252,-10.24998664855957,-12.994404792785645,-13.053890228271484,-13.053890228271484,-8.291194915771484,-11.428424835205078,-10.56553840637207,-16.591197967529297
3909,-9.486188888549805,-11.976006507873535,-11.42053508758545,-13.401453018188477,-11.125893592834473,-11.125893592834473,-9.864761352539062,-12.481437683105469,-12.491087913513184,-12.491087913513184,-7.584804534912109,-10.369840621948242,-9.850323677062988,-14.444417953491213
3910,-8.818157196044922,-10.519013404846191,-9.665809631347656,-9.78032684326172,-9.712474822998049,-9.712474822998049,-8.981998443603516,-10.72381591796875,-10.312600135803224,-10.312600135803224,-7.431423187255859,-9.23698616027832,-8.639501571655273,-9.732324600219728
3911,-10.539264678955078,-13.380776405334473,-13.531852722167969,-16.908750534057617,-12.984643936157228,-12.984643936157228,-10.93777847290039,-13.911460876464844,-13.441747665405272,-13.441747665405272,-8.977954864501953,-12.459566116333008,-11.118125915527344,-18.24896240234375
3912,-8.754018783569336,-10.438840866088867,-9.55891227722168,-9.260039329528809,-9.884507179260254,-9.884507179260254,-8.979070663452148,-10.720155715942385,-10.15818691253662,-10.15818691253662,-6.988804817199707,-8.646162033081055,-9.22146701812744,-10.889657974243164
3913,-8.13886833190918,-9.669473648071287,-8.529641151428223,-7.714585304260254,-9.22028636932373,-9.22028636932373,-8.506988525390625,-10.129623413085938,-9.929534912109377,-9.929534912109377,-6.603974342346191,-8.133721351623535,-9.10415267944336,-10.655594825744627
3914,-10.704978942871094,-13.601727485656738,-13.863279342651367,-17.571603775024414,-13.216983795166016,-13.216983795166016,-11.17656135559082,-14.229835510253906,-14.0657958984375,-14.0657958984375,-9.530435562133787,-13.288230895996094,-11.306350708007812,-18.81363296508789
3915,-9.719199180603027,-12.286784172058104,-11.885689735412598,-13.611626625061035,-12.288848876953123,-12.288848876953123,-10.476734161376951,-13.297401428222656,-13.088777542114258,-13.088777542114258,-8.333392143249512,-11.492721557617188,-10.769891738891602,-17.21631622314453
3916,-9.738235473632812,-12.31216526031494,-11.923762321472168,-13.687771797180176,-11.942756652832031,-11.942756652832031,-10.151175498962402,-12.863286972045898,-12.78403663635254,-12.78403663635254,-7.996537208557129,-10.987439155578612,-10.645333290100098,-16.842641830444336
3917,-10.107927322387695,-12.805658340454102,-12.669174194335938,-15.183394432067873,-12.34713363647461,-12.34713363647461,-10.653562545776367,-13.53250503540039,-13.396280288696287,-13.396280288696287,-8.281403541564941,-11.414739608764648,-10.956201553344728,-17.7631893157959
3918,-10.233646392822266,-12.972713470458984,-12.91458511352539,-15.669416427612305,-12.016558647155762,-12.016558647155762,-10.483991622924805,-13.306506156921388,-13.599019050598145,-13.599019050598145,-8.493532180786133,-11.73193073272705,-10.56163215637207,-16.591537475585938
3919,-9.77573585510254,-12.36216640472412,-11.998764038085938,-13.837774276733398,-11.36073398590088,-11.36073398590088,-10.128538131713867,-12.832569122314451,-12.92670726776123,-12.92670726776123,-7.794184684753418,-10.682909965515137,-9.850154876708984,-14.445048332214355
3920,-9.05575180053711,-10.81600570678711,-10.061800003051758,-10.01436996459961,-10.22061538696289,-10.22061538696289,-9.223575592041016,-11.025285720825195,-10.463815689086914,-10.463815689086914,-7.597476959228516,-9.458391189575195,-8.643842697143555,-9.734975814819336
3921,-10.840404510498049,-13.781723022460938,-14.12809944152832,-16.36574363708496,-14.184945106506348,-14.184945106506348,-11.409273147583008,-14.540987968444824,-14.29190731048584,-14.29190731048584,-10.432146072387695,-14.640796661376951,-11.11572551727295,-18.25381851196289
3922,-8.723583221435547,-10.40036678314209,-9.504165649414062,-8.311019897460938,-11.0441312789917,-11.0441312789917,-9.370494842529297,-11.209586143493652,-10.585855484008787,-10.585855484008787,-7.718194007873535,-9.618776321411133,-9.222504615783691,-10.89229965209961
3923,-8.52659797668457,-10.154134750366213,-9.17585563659668,-7.81855583190918,-10.635480880737305,-10.635480880737305,-8.865331649780273,-10.577550888061523,-10.661014556884766,-10.661014556884766,-7.8329386711120605,-9.771768569946287,-9.10415267944336,-10.655594825744627
3924,-10.931273460388184,-13.902881622314451,-14.309837341308594,-16.729217529296875,-14.99913501739502,-14.99913501739502,-11.821739196777344,-15.090169906616213,-14.777460098266602,-14.777460098266602,-10.72756576538086,-15.083126068115234,-11.306350708007812,-18.81363296508789
3925,-10.31807804107666,-13.085288047790527,-13.083446502685549,-14.276436805725098,-13.98615550994873,-13.98615550994873,-11.188873291015623,-14.24712085723877,-14.19754409790039,-14.19754409790039,-10.252195358276367,-14.37006950378418,-10.772418975830078,-17.211841583251953
3926,-9.77396297454834,-12.35980224609375,-11.995216369628906,-12.099977493286133,-13.42094898223877,-13.42094898223877,-10.58245086669922,-13.437784194946287,-13.124913215637209,-13.124913215637209,-9.53143310546875,-13.288925170898438,-10.647872924804688,-16.83820343017578
3927,-10.355294227600098,-13.134909629821776,-13.157878875732422,-14.425300598144531,-13.712989807128906,-13.712989807128906,-11.064988136291504,-14.081072807312012,-13.845565795898438,-13.845565795898438,-9.835594177246094,-13.74602508544922,-10.95620346069336,-17.76319122314453
3928,-10.617158889770508,-13.484063148498535,-13.681608200073242,-15.472761154174805,-13.568657875061035,-13.568657875061035,-11.097078323364258,-14.12395477294922,-14.066034317016602,-14.066034317016602,-10.272531509399414,-14.401432037353516,-10.56163215637207,-16.591537475585938
3929,-10.16881275177002,-12.886266708374023,-12.784915924072266,-13.67937469482422,-12.89059066772461,-12.89059066772461,-10.602771759033203,-13.464784622192385,-13.457442283630373,-13.457442283630373,-9.753110885620115,-13.621442794799805,-9.847145080566406,-14.448077201843262
3930,-9.256685256958008,-11.066744804382324,-10.392669677734377,-9.643775939941406,-11.163581848144531,-11.163581848144531,-9.28019905090332,-11.096065521240234,-10.989261627197266,-10.989261627197266,-8.524003028869629,-10.69375991821289,-8.643842697143555,-9.734975814819336
3931,-10.030851364135742,-12.70231819152832,-12.326423645019531,-15.148567199707031,-11.12796401977539,-11.12796401977539,-9.44439697265625,-11.920284271240234,-12.752941131591797,-12.752941131591797,-8.665008544921875,-11.989290237426758,-9.99929428100586,-14.527326583862305
3932,-8.057292938232422,-9.5675048828125,-8.271968841552734,-7.655813694000244,-9.14190673828125,-9.14190673828125,-8.119352340698242,-9.64500617980957,-9.452455520629885,-9.452455520629885,-6.503796100616455,-8.000150680541992,-8.782793045043945,-9.828887939453123
3933,-7.499958992004394,-8.870837211608887,-7.34307861328125,-6.262478351593018,-7.69063663482666,-7.69063663482666,-7.093530654907227,-8.362730026245117,-9.287023544311523,-9.287023544311523,-6.050701141357422,-7.39545202255249,-7.79964542388916,-7.864012241363525
3934,-10.573676109313965,-13.426084518432615,-13.412073135375977,-17.319866180419922,-12.951717376708984,-12.951717376708984,-10.655545234680176,-13.535245895385742,-13.84902000427246,-13.84902000427246,-9.251733779907228,-12.869376182556152,-11.94599723815918,-20.367431640625
3935,-9.510165214538574,-12.008070945739746,-11.285051345825195,-13.065824508666992,-11.232020378112791,-11.232020378112791,-9.59636116027832,-12.12290382385254,-12.537202835083008,-12.537202835083008,-7.98001766204834,-10.961803436279297,-10.484487533569336,-15.980064392089844
3936,-9.071460723876951,-11.423130989074709,-10.407641410827637,-11.31100368499756,-10.335680961608888,-10.335680961608888,-8.884050369262695,-11.174022674560549,-11.786417961120604,-11.786417961120604,-7.568943977355957,-10.34604835510254,-9.771965026855469,-13.845337867736816
3937,-9.52585506439209,-12.028989791870115,-11.316431045532228,-13.128582000732422,-11.233211517333984,-11.233211517333984,-9.656683921813965,-12.203429222106934,-12.34974193572998,-12.34974193572998,-7.887698173522949,-10.823324203491213,-10.896408081054688,-17.218664169311523
3938,-9.620925903320312,-12.155752182006836,-11.506572723388672,-13.508866310119627,-10.799097061157228,-10.799097061157228,-9.373592376708984,-11.825973510742188,-12.292318344116213,-12.292318344116213,-8.291422843933105,-11.428911209106444,-10.146881103515623,-14.968338012695312
3939,-9.228245735168455,-11.63217830657959,-10.72121238708496,-11.938146591186523,-10.121715545654297,-10.121715545654297,-8.967650413513184,-11.284717559814451,-11.723977088928224,-11.723977088928224,-7.58229923248291,-10.365224838256836,-9.77471923828125,-13.859840393066406
3940,-8.559065818786621,-10.194720268249512,-9.108256340026855,-8.910245895385742,-10.032441139221191,-10.032441139221191,-8.901657104492188,-10.62353801727295,-11.008248329162598,-11.008248329162598,-7.431423187255859,-9.23698616027832,-10.06136417388916,-12.387449264526367
3941,-10.28602409362793,-13.04254913330078,-12.836769104003906,-15.135394096374512,-11.517820358276367,-11.517820358276367,-9.631519317626951,-12.170648574829102,-13.019033432006836,-13.019033432006836,-8.977479934692383,-12.457996368408203,-9.997740745544434,-14.51982593536377
3942,-7.987118721008301,-9.47978687286377,-8.155012130737305,-6.963447093963623,-9.225615501403809,-9.225615501403809,-7.546475887298584,-8.928983688354492,-9.50162124633789,-9.50162124633789,-6.983495712280273,-8.639749526977539,-8.7757568359375,-9.819355010986328
3943,-7.679197311401367,-9.094812393188477,-7.64208984375,-6.195603847503662,-7.570002555847168,-7.570002555847168,-6.42222785949707,-7.523673057556152,-9.57062816619873,-9.57062816619873,-6.603974342346191,-8.133721351623535,-7.79964542388916,-7.864012241363525
3944,-10.761078834533691,-13.675955772399902,-13.78687858581543,-17.035614013671875,-13.089868545532228,-13.089868545532228,-11.14890193939209,-14.192956924438477,-14.087942123413086,-14.087942123413086,-9.530517578125,-13.287553787231444,-11.94599723815918,-20.367431640625
3945,-9.794718742370604,-12.38747501373291,-11.85415744781494,-13.170171737670898,-11.299986839294434,-11.299986839294434,-9.269216537475586,-11.687579154968262,-13.001276016235352,-13.001276016235352,-8.333392143249512,-11.492721557617188,-10.4827880859375,-15.984044075012209
3946,-9.5075044631958,-12.004523277282717,-11.279729843139648,-12.021316528320312,-10.231841087341309,-10.231841087341309,-8.751897811889648,-10.996952056884766,-12.201780319213867,-12.201780319213867,-7.996537208557129,-10.987439155578612,-9.771965026855469,-13.845337867736816
3947,-9.675460815429688,-12.228370666503906,-11.616064071655272,-12.697066307067873,-11.643871307373049,-11.643871307373049,-10.226393699645996,-12.963042259216309,-12.57516860961914,-12.57516860961914,-8.282037734985352,-11.414833068847656,-10.893491744995115,-17.216157913208008
3948,-9.751158714294434,-12.32939624786377,-11.767038345336914,-12.99593448638916,-10.674748420715332,-10.674748420715332,-9.534835815429688,-12.040868759155272,-12.64603042602539,-12.64603042602539,-8.490835189819336,-11.728029251098633,-10.146459579467772,-14.968819618225098
3949,-9.217767715454102,-11.618206977844238,-10.700255393981934,-10.862367630004885,-10.118782043457031,-10.118782043457031,-9.068617820739746,-11.419342041015623,-11.873432159423828,-11.873432159423828,-7.790847778320312,-10.678048133850098,-9.78105926513672,-13.872617721557615
3950,-8.673046112060547,-10.337196350097656,-9.298224449157717,-8.678264617919922,-10.476570129394531,-10.476570129394531,-9.347763061523438,-11.180520057678224,-11.050773620605469,-11.050773620605469,-7.601082801818848,-9.462629318237305,-10.06136417388916,-12.387449264526367
3951,-10.947083473205566,-13.923961639404297,-14.15888786315918,-15.665135383605955,-12.728167533874512,-12.728167533874512,-10.724405288696287,-13.626962661743164,-13.952625274658203,-13.952625274658203,-10.430294036865234,-14.63721752166748,-9.99929428100586,-14.527326583862305
3952,-8.464591026306152,-10.076626777648926,-8.950799942016602,-7.09987735748291,-10.107358932495115,-10.107358932495115,-8.531681060791016,-10.160417556762695,-10.053396224975586,-10.053396224975586,-7.7195210456848145,-9.62111759185791,-8.781444549560547,-9.82761001586914
3953,-8.464890480041504,-10.077001571655272,-8.951297760009766,-7.1006269454956055,-9.280600547790527,-9.280600547790527,-8.05535888671875,-9.565667152404783,-10.294037818908691,-10.294037818908691,-7.8329386711120605,-9.771768569946287,-7.79964542388916,-7.864012241363525
3954,-11.492878913879396,-14.651689529418944,-15.250478744506836,-17.848316192626953,-14.497371673583984,-14.497371673583984,-12.076784133911133,-15.431001663208008,-14.554950714111328,-14.554950714111328,-10.726181983947754,-15.081907272338867,-11.942863464355469,-20.36427116394043
3955,-10.952000617980955,-13.930519104003906,-14.16872215270996,-15.68480396270752,-12.81610107421875,-12.81610107421875,-10.612594604492188,-13.477880477905272,-14.339457511901855,-14.339457511901855,-10.250910758972168,-14.368999481201172,-10.4827880859375,-15.984044075012209
3956,-10.062698364257812,-12.74478244781494,-12.390117645263672,-12.127593040466309,-11.502937316894531,-11.502937316894531,-9.825750350952148,-12.428754806518556,-12.76046371459961,-12.76046371459961,-9.530844688415527,-13.288900375366213,-9.771965026855469,-13.845337867736816
3957,-10.521803855895996,-13.356922149658203,-13.30832862854004,-13.96401596069336,-12.932578086853027,-12.932578086853027,-10.5987548828125,-13.46009635925293,-13.541338920593262,-13.541338920593262,-9.835412979125977,-13.74489688873291,-10.896408081054688,-17.218664169311523
3958,-10.781195640563965,-13.702778816223145,-13.827112197875977,-15.001582145690918,-12.40170955657959,-12.40170955657959,-10.567587852478027,-13.417871475219728,-14.008544921875,-14.008544921875,-10.272470474243164,-14.400483131408691,-10.138422012329102,-14.95094871520996
3959,-10.450281143188477,-13.262130737304688,-13.16840362548828,-13.683135032653809,-11.526328086853027,-11.526328086853027,-9.963214874267578,-12.612138748168944,-13.101128578186035,-13.101128578186035,-9.753490447998049,-13.622869491577148,-9.77471923828125,-13.859840393066406
3960,-9.66033172607422,-11.57130241394043,-10.943700790405272,-10.089229583740234,-11.114102363586426,-11.114102363586426,-9.57199001312256,-11.461304664611816,-11.594518661499023,-11.594518661499023,-8.524003028869629,-10.69375991821289,-10.057826042175291,-12.383493423461914
3961,-8.929902076721191,-11.234292030334473,-11.652305603027344,-15.302803993225098,-10.410144805908203,-10.410144805908203,-9.406633377075195,-11.870800971984863,-11.530570030212402,-11.530570030212402,-8.66224479675293,-11.986001014709473,-9.678961753845217,-16.624553680419922
3962,-7.117006301879883,-8.392145156860352,-7.7242326736450195,-7.587034225463867,-7.850183963775635,-7.850183963775635,-7.642848491668701,-9.05002784729004,-8.355170249938965,-8.355170249938965,-6.51138973236084,-8.009703636169434,-7.879550457000732,-9.552934646606444
3963,-6.667266368865967,-7.829970836639404,-6.974666595458984,-6.462685108184815,-6.976512908935547,-6.976512908935547,-6.911309242248535,-8.134952545166016,-8.263422012329102,-8.263422012329102,-6.050701141357422,-7.39545202255249,-7.90164852142334,-9.597131729125977
3964,-8.890149116516113,-11.18128776550293,-11.572799682617188,-15.143791198730469,-11.015876770019531,-11.015876770019531,-9.82280158996582,-12.425692558288574,-11.961182594299316,-11.961182594299316,-9.25173282623291,-12.869375228881836,-10.228748321533203,-18.280750274658203
3965,-8.123686790466309,-10.159433364868164,-10.041207313537598,-12.083786010742188,-10.18912124633789,-10.18912124633789,-9.188058853149414,-11.578596115112305,-11.262198448181152,-11.262198448181152,-7.976178169250488,-10.956901550292969,-9.795181274414062,-16.980052947998047
3966,-7.863587856292725,-9.81320571899414,-9.524428367614746,-11.05194854736328,-9.051044464111328,-9.051044464111328,-8.488977432250977,-10.646391868591309,-10.190526962280272,-10.190526962280272,-7.569767951965332,-10.346427917480469,-9.090991020202637,-14.867480278015137
3967,-8.378950119018555,-10.499784469604492,-10.55173397064209,-13.104839324951172,-10.199991226196287,-10.199991226196287,-9.232603073120115,-11.637893676757812,-11.1309232711792,-11.1309232711792,-7.888008117675781,-10.824241638183594,-9.78091049194336,-16.930400848388672
3968,-8.49203872680664,-10.651141166687012,-10.781331062316896,-13.565990447998049,-9.852493286132812,-9.852493286132812,-9.011442184448242,-11.343011856079102,-11.431743621826172,-11.431743621826172,-8.288186073303223,-11.424912452697754,-9.40023708343506,-15.788379669189451
3969,-8.015260696411133,-10.015437126159668,-9.82777500152588,-11.658641815185549,-8.838617324829102,-8.838617324829102,-8.426854133605957,-10.564228057861328,-10.184775352478027,-10.184775352478027,-7.584804534912109,-10.369840621948242,-8.649200439453125,-13.542108535766602
3970,-8.071660995483398,-9.585891723632812,-9.31760311126709,-9.977950096130373,-8.416982650756836,-8.416982650756836,-8.167184829711914,-9.704869270324709,-9.878917694091797,-9.878917694091797,-7.431423187255859,-9.23698616027832,-8.211344718933105,-10.219942092895508
3971,-9.08115005493164,-11.43605136871338,-11.956134796142578,-15.179078102111816,-10.830405235290527,-10.830405235290527,-9.197654724121094,-11.591960906982422,-11.690713882446287,-11.690713882446287,-8.977479934692383,-12.457996368408203,-9.675090789794922,-16.61977767944336
3972,-7.243557929992676,-8.550764083862305,-7.937432289123535,-7.538335800170898,-8.11883544921875,-8.11883544921875,-7.6661481857299805,-9.079002380371094,-8.439374923706055,-8.439374923706055,-6.984522342681885,-8.640547752380371,-7.879550457000732,-9.552934646606444
3973,-6.789758682250977,-7.983087062835693,-7.178820610046387,-6.401635646820068,-7.504542827606201,-7.504542827606201,-7.020100116729736,-8.271442413330078,-8.468918800354004,-8.468918800354004,-6.6056976318359375,-8.135448455810547,-7.898959159851074,-9.595171928405762
3974,-9.136981010437012,-11.510492324829102,-12.06779670715332,-15.4024019241333,-11.585281372070312,-11.585281372070312,-9.74894905090332,-12.326751708984377,-12.158232688903809,-12.158232688903809,-9.530517578125,-13.287553787231444,-10.232343673706056,-18.28470039367676
3975,-8.510643005371094,-10.675945281982422,-10.818538665771484,-12.901453018188477,-10.746506690979004,-10.746506690979004,-9.236419677734377,-11.643648147583008,-11.35935401916504,-11.35935401916504,-8.338729858398438,-11.499872207641602,-9.799970626831056,-16.987581253051758
3976,-8.200790405273438,-10.262808799743652,-10.198832511901855,-11.66204071044922,-9.75912857055664,-9.75912857055664,-8.537214279174805,-10.710803985595703,-10.464158058166504,-10.464158058166504,-7.996537208557129,-10.987439155578612,-9.090991020202637,-14.867480278015137
3977,-8.629928588867188,-10.834423065185549,-11.053691864013672,-13.374194145202637,-10.787457466125488,-10.787457466125488,-9.26149559020996,-11.677083015441896,-11.344882011413574,-11.344882011413574,-8.282037734985352,-11.414833068847656,-9.778736114501951,-16.930713653564453
3978,-8.735076904296875,-10.974618911743164,-11.263986587524414,-13.794781684875488,-10.179193496704102,-10.179193496704102,-9.01732063293457,-11.350944519042969,-11.259224891662598,-11.259224891662598,-8.490835189819336,-11.728029251098633,-9.396501541137695,-15.784011840820312
3979,-8.212121963500977,-10.27734661102295,-10.21807861328125,-11.70296573638916,-8.997163772583008,-8.997163772583008,-8.345010757446289,-10.454532623291016,-10.105062484741213,-10.105062484741213,-7.789636611938477,-10.677087783813477,-8.653129577636719,-13.547057151794434
3980,-8.234130859375,-9.788551330566406,-9.586106300354004,-10.012564659118652,-9.008379936218262,-9.008379936218262,-7.784599781036377,-9.227066040039062,-10.160377502441406,-10.160377502441406,-7.601082801818848,-9.462629318237305,-8.211723327636719,-10.217279434204102
3981,-9.594305038452148,-12.120257377624512,-12.982444763183594,-15.186983108520508,-12.427650451660156,-12.427650451660156,-10.18227767944336,-12.904221534729004,-12.50015640258789,-12.50015640258789,-10.430294036865234,-14.63721752166748,-9.678961753845217,-16.624553680419922
3982,-7.287205219268799,-8.604894638061523,-8.007898330688477,-6.622895240783691,-9.162677764892578,-9.162677764892578,-8.339639663696289,-9.92086696624756,-8.793914794921875,-8.793914794921875,-7.7195210456848145,-9.62111759185791,-7.879550457000732,-9.552934646606444
3983,-7.292792320251465,-8.612306594848633,-8.019488334655762,-6.642697811126709,-9.105476379394531,-9.105476379394531,-7.847511768341064,-9.305277824401855,-8.956661224365234,-8.956661224365234,-7.832940101623535,-9.771770477294922,-7.898959159851074,-9.595171928405762
3984,-9.912859916687012,-12.544997215270996,-13.61955451965332,-16.46120262145996,-13.364598274230955,-13.364598274230955,-10.854722023010254,-13.800813674926758,-13.253229141235352,-13.253229141235352,-10.727567672729492,-15.08312702178955,-10.232345581054688,-18.284704208374023
3985,-9.487967491149902,-11.978474617004396,-12.769769668579102,-14.76163387298584,-12.716830253601074,-12.716830253601074,-10.212533950805664,-12.944863319396973,-12.946678161621094,-12.946678161621094,-10.252195358276367,-14.37006950378418,-9.799970626831056,-16.987581253051758
3986,-8.44594669342041,-10.589113235473633,-10.6857271194458,-10.593549728393556,-11.46542739868164,-11.46542739868164,-9.427093505859377,-11.897309303283691,-11.310694694519045,-11.310694694519045,-9.53143310546875,-13.288925170898438,-9.090991020202637,-14.867480278015137
3987,-9.235963821411133,-11.64246940612793,-12.26576042175293,-13.753617286682127,-12.201043128967283,-12.201043128967283,-10.233842849731444,-12.972972869873049,-11.924222946166992,-11.924222946166992,-9.835594177246094,-13.74602508544922,-9.780911445617676,-16.930402755737305
3988,-9.563937187194824,-12.079768180847168,-12.921709060668944,-15.063491821289062,-12.124015808105469,-12.124015808105469,-10.174993515014648,-12.894508361816406,-12.379016876220703,-12.379016876220703,-10.272531509399414,-14.401432037353516,-9.40023708343506,-15.788379669189451
3989,-8.878046989440918,-11.165247917175291,-11.549928665161133,-12.321951866149902,-10.98126983642578,-10.98126983642578,-9.547673225402832,-12.058382987976074,-11.168105125427246,-11.168105125427246,-9.753110885620115,-13.621442794799805,-8.653129577636719,-13.547057151794434
3990,-8.514799118041992,-10.139386177062988,-10.05388641357422,-9.69187831878662,-10.188262939453123,-10.188262939453123,-8.644987106323242,-10.302122116088867,-10.277546882629396,-10.277546882629396,-8.521516799926758,-10.689873695373535,-8.211723327636719,-10.217279434204102
3991,-10.178067207336426,-12.899178504943848,-12.148180961608888,-14.549111366271973,-11.390751838684082,-11.390751838684082,-10.256092071533203,-13.002639770507812,-12.656420707702637,-12.656420707702637,-8.66224479675293,-11.986001014709473,-10.604867935180664,-15.397860527038574
3992,-7.872980117797852,-9.337113380432127,-7.649385452270508,-6.60361385345459,-8.51714038848877,-8.51714038848877,-8.218196868896484,-9.768633842468262,-9.323640823364258,-9.323640823364258,-6.51138973236084,-8.009703636169434,-8.708492279052734,-9.208610534667969
3993,-7.623202800750732,-9.02489185333252,-7.233089447021484,-5.979169845581055,-7.940381526947021,-7.940381526947021,-7.553030014038086,-8.937175750732422,-9.355083465576172,-9.355083465576172,-6.050699710845947,-7.395450592041016,-8.086732864379883,-7.965511322021484
3994,-10.529936790466309,-13.36776638031006,-12.851499557495115,-15.962072372436523,-12.325384140014648,-12.325384140014648,-10.887847900390623,-13.84528350830078,-13.554035186767578,-13.554035186767578,-9.249679565429688,-12.86715316772461,-11.343262672424316,-17.613882064819336
3995,-9.303741455078123,-11.73283863067627,-10.39910888671875,-11.057291030883787,-11.207353591918944,-11.207353591918944,-10.007495880126951,-12.671178817749023,-12.672346115112305,-12.672346115112305,-7.980018615722656,-10.961803436279297,-10.738412857055664,-15.799330711364746
3996,-9.318377494812012,-11.752924919128418,-10.42880153656006,-11.110352516174316,-10.472702026367188,-10.472702026367188,-9.572612762451172,-12.091333389282228,-11.884968757629396,-11.884968757629396,-7.568943977355957,-10.34604835510254,-10.214603424072266,-14.22706413269043
3997,-10.13552474975586,-12.841883659362791,-12.062677383422852,-14.384427070617676,-11.275837898254396,-11.275837898254396,-10.156671524047852,-12.870080947875977,-12.725858688354492,-12.725858688354492,-7.890915393829346,-10.828149795532228,-11.104310035705566,-16.897024154663086
3998,-9.458547592163086,-11.939247131347656,-10.708721160888672,-11.676515579223633,-10.6737642288208,-10.6737642288208,-9.87958812713623,-12.501405715942385,-12.283769607543944,-12.283769607543944,-8.290596961975098,-11.428829193115234,-10.307699203491213,-14.506351470947266
3999,-8.931358337402344,-11.237100601196287,-9.654264450073242,-9.560346603393556,-9.359002113342283,-9.359002113342283,-9.046875,-11.390352249145508,-11.088793754577637,-11.088793754577637,-7.581593036651611,-10.365323066711426,-9.481452941894531,-12.027613639831545
4000,-8.898870468139648,-10.620054244995115,-9.359148979187012,-9.164631843566896,-9.450529098510742,-9.450529098510742,-9.05390739440918,-10.813499450683594,-10.670904159545898,-10.670904159545898,-7.431556224822998,-9.23659324645996,-9.418152809143066,-10.627931594848633
4001,-10.180465698242188,-12.901805877685549,-12.152559280395508,-14.243919372558594,-12.185140609741213,-12.185140609741213,-10.07619571685791,-12.763080596923828,-12.997631072998049,-12.997631072998049,-8.977479934692383,-12.457996368408203,-10.604867935180664,-15.397860527038574
4002,-7.916442394256592,-9.391441345214844,-7.721822261810303,-6.552133560180664,-8.869071960449219,-8.869071960449219,-7.895818710327148,-9.36566162109375,-9.463489532470703,-9.463489532470703,-6.984523296356201,-8.640548706054688,-8.708492279052734,-9.208610534667969
4003,-7.931543827056885,-9.41024684906006,-7.746706962585449,-6.584634304046631,-8.335722923278809,-8.335722923278809,-7.381833076477051,-8.723179817199707,-9.477354049682615,-9.477354049682615,-6.605497360229492,-8.13595199584961,-8.111013412475586,-8.013655662536621
4004,-10.650434494018556,-13.528429985046388,-13.092495918273926,-16.12379264831543,-12.868453025817873,-12.868453025817873,-11.028077125549316,-14.03272533416748,-13.537052154541016,-13.537052154541016,-9.530517578125,-13.287553787231444,-11.344972610473633,-17.61817169189453
4005,-9.7836332321167,-12.372695922851562,-11.358894348144531,-12.656588554382324,-12.044758796691896,-12.044758796691896,-10.044366836547852,-12.72064208984375,-12.857538223266602,-12.857538223266602,-8.338729858398438,-11.499872207641602,-10.740341186523438,-15.804278373718262
4006,-9.527234077453612,-12.03083038330078,-10.84609603881836,-11.630992889404297,-11.048208236694336,-11.048208236694336,-9.638029098510742,-12.178857803344728,-12.36509895324707,-12.36509895324707,-7.997384548187256,-10.98785400390625,-10.214603424072266,-14.22706413269043
4007,-10.102927207946776,-12.798419952392578,-11.997482299804688,-13.933764457702637,-11.59593105316162,-11.59593105316162,-10.1051025390625,-12.801321029663086,-12.627395629882812,-12.627395629882812,-8.282037734985352,-11.414833068847656,-11.10129165649414,-16.887128829956055
