idx,construction_score,non_article_region_score,numeral_noun_score,just_noun_score,default_ann_corruption_score,default_ann_region_score,order_swap_corruption_score,order_swap_region_score,no_article_corruption_score,no_article_region_score,no_modifier_corruption_score,no_modifier_region_score,no_numeral_corruption_score,no_numeral_region_score
43,-6.291675090789795,-6.628112316131592,-6.599103927612305,-5.868965148925781,-7.573997497558594,-7.573997497558594,-7.9240875244140625,-9.712327003479004,-9.900520324707031,-9.900520324707031,-6.6905341148376465,-8.75611686706543,-6.771543025970459,-8.346138000488281
44,-5.0421977043151855,-4.962142467498779,-4.100149154663086,-0.8710556030273438,-6.761253356933594,-6.761253356933594,-7.12812614440918,-8.651045799255371,-8.142704010009766,-8.142704010009766,-5.157664775848389,-6.456812858581543,-6.0264739990234375,-6.110930442810059
45,-6.1375041007995605,-6.422550678253174,-6.290761947631836,-5.252281188964844,-7.341886043548584,-7.341886043548584,-7.889487266540527,-9.666193962097168,-9.418728828430176,-9.418728828430176,-6.698204040527344,-8.767621994018555,-6.967251300811768,-8.933262825012207
46,-4.8101606369018555,-5.372859001159668,-5.147195339202881,-4.163313865661621,-5.139843940734863,-5.139843940734863,-6.432425022125244,-7.400690078735352,-7.086059093475342,-7.086059093475342,-5.387367248535156,-6.801367282867432,-5.826921463012695,-9.551274299621582
47,-4.6345367431640625,-5.153328895568848,-4.708135604858398,-3.2851943969726562,-4.605040550231934,-4.605040550231934,-5.855503082275391,-6.679536819458008,-7.173734664916992,-7.173734664916992,-5.327927112579346,-6.7122063636779785,-5.449017524719238,-8.039656639099121
48,-4.4959893226623535,-4.980144500732422,-4.361767292022705,-2.5924577713012695,-4.27634334564209,-4.27634334564209,-5.627867698669434,-6.394992351531982,-6.992832183837891,-6.992832183837891,-5.340482234954834,-6.731039524078369,-5.171258926391602,-6.928623676300049
49,-4.368697166442871,-4.8210296630859375,-4.04353666305542,-1.9559965133666992,-4.103886604309082,-4.103886604309082,-5.697482585906982,-6.482011318206787,-6.650193214416504,-6.650193214416504,-4.971791744232178,-6.178003787994385,-4.902911186218262,-5.855231285095215
50,-5.261050224304199,-5.936470985412598,-6.274419784545898,-6.417762279510498,-5.9113922119140625,-5.9113922119140625,-7.057786464691162,-8.182392120361328,-7.696850776672363,-7.696850776672363,-6.445625305175781,-8.388753890991211,-6.490918159484863,-12.207261085510254
51,-5.021108150482178,-5.636543273925781,-5.674563884735107,-4.825949668884277,-5.276564598083496,-5.276564598083496,-6.595113277435303,-7.6040496826171875,-7.496455192565918,-7.496455192565918,-5.94916296005249,-7.644059658050537,-5.826921463012695,-9.551274299621582
52,-5.041525840759277,-5.662065505981445,-5.7256083488464355,-4.928038597106934,-4.8091325759887695,-4.8091325759887695,-6.044554710388184,-6.91585111618042,-7.664359092712402,-7.664359092712402,-6.117015361785889,-7.895838737487793,-5.449017524719238,-8.039656639099121
53,-4.867750644683838,-5.444846153259277,-5.291170597076416,-4.0591630935668945,-4.514615058898926,-4.514615058898926,-5.863833427429199,-6.6899495124816895,-7.353468418121338,-7.353468418121338,-6.18637228012085,-7.999874114990234,-5.171258926391602,-6.928623676300049
54,-4.571305751800537,-5.0742902755737305,-4.550058841705322,-2.576939582824707,-4.212031841278076,-4.212031841278076,-5.8361310958862305,-6.6553215980529785,-6.72394323348999,-6.72394323348999,-5.257359504699707,-6.6063551902771,-4.902911186218262,-5.855231285095215
55,-5.4723405838012695,-6.200583457946777,-6.8026442527771,-7.082110404968262,-5.869067192077637,-5.869067192077637,-7.07385778427124,-8.20248031616211,-7.871472358703613,-7.871472358703613,-7.059179782867432,-9.309085845947266,-6.490918159484863,-12.207261085510254
56,-5.247280120849609,-5.919258117675781,-6.239994049072266,-5.553775787353516,-5.177183151245117,-5.177183151245117,-6.405570030212402,-7.367119789123535,-7.536243438720703,-7.536243438720703,-6.511190891265869,-8.487102508544922,-5.826921463012695,-9.551274299621582
57,-5.426261901855469,-6.1429853439331055,-6.687448978424072,-6.448685646057129,-5.017791748046875,-5.017791748046875,-6.088681697845459,-6.971010208129883,-7.734715461730957,-7.734715461730957,-6.990077495574951,-9.205431938171387,-5.449017524719238,-8.039656639099121
58,-5.193697929382324,-5.852280139923096,-6.1060380935668945,-5.285863876342773,-4.611320495605469,-4.611320495605469,-5.757590293884277,-6.557146072387695,-7.4987640380859375,-7.4987640380859375,-6.6905341148376465,-8.75611686706543,-5.171258926391602,-6.928623676300049
59,-4.415802955627441,-4.87991189956665,-4.161301612854004,-1.3963909149169922,-4.340075969696045,-4.340075969696045,-5.410156726837158,-6.1228532791137695,-6.4233174324035645,-6.4233174324035645,-5.157664775848389,-6.456812858581543,-4.902911186218262,-5.855231285095215
60,-5.183443546295166,-5.8394622802734375,-6.080402374267578,-5.234592437744141,-5.248680114746094,-5.248680114746094,-6.790280342102051,-7.848008155822754,-7.458622932434082,-7.458622932434082,-6.698204040527344,-8.767621994018555,-6.490918159484863,-12.207261085510254
61,-6.619702339172363,-7.973146915435791,-6.0485005378723145,-3.4282989501953125,-8.223397254943848,-8.223397254943848,-8.55018424987793,-10.547122955322266,-10.550505638122559,-10.550505638122559,-5.387367248535156,-6.801367282867432,-8.2948637008667,-10.502786636352539
62,-6.6129045486450195,-7.964083194732666,-6.034904956817627,-3.4011077880859375,-8.126593589782715,-8.126593589782715,-8.170949935913086,-10.04147720336914,-10.889602661132812,-10.889602661132812,-5.327927112579346,-6.7122063636779785,-8.173768043518066,-10.139503479003906
63,-6.456718921661377,-7.755836009979248,-5.722533702850342,-2.776365280151367,-7.972637176513672,-7.972637176513672,-8.268237113952637,-10.17119312286377,-10.58617877960205,-10.58617877960205,-5.340482234954834,-6.731039524078369,-8.121600151062012,-9.982996940612793
64,-6.221591472625732,-7.442332744598389,-5.252278804779053,-1.835855484008789,-6.948899745941162,-6.948899745941162,-7.530971050262451,-9.188172340393066,-10.154555320739746,-10.154555320739746,-4.971791744232178,-6.178003787994385,-7.306077480316162,-7.536428928375244
65,-7.11643648147583,-8.635458946228027,-7.041968822479248,-5.41523551940918,-8.633689880371094,-8.633689880371094,-8.951602935791016,-11.082347869873047,-11.215743064880371,-11.215743064880371,-6.445625305175781,-8.388753890991211,-8.323131561279297,-10.587593078613281
66,-6.855724334716797,-8.287842750549316,-6.520543575286865,-4.318446159362793,-8.917366981506348,-8.917366981506348,-8.545931816101074,-10.54145336151123,-10.800445556640625,-10.800445556640625,-5.94916296005249,-7.644059658050537,-8.2948637008667,-10.502786636352539
67,-7.05471134185791,-8.5531587600708,-6.918517589569092,-5.114394187927246,-9.064629554748535,-9.064629554748535,-8.402995109558105,-10.350871086120605,-11.150786399841309,-11.150786399841309,-6.117015361785889,-7.895838737487793,-8.173768043518066,-10.139503479003906
68,-6.919381141662598,-8.372718811035156,-6.647857189178467,-4.573073387145996,-8.958894729614258,-8.958894729614258,-8.584077835083008,-10.592314720153809,-10.868598937988281,-10.868598937988281,-6.18637228012085,-7.999874114990234,-8.121600151062012,-9.982996940612793
69,-6.22963809967041,-7.453061580657959,-5.268372058868408,-1.814103126525879,-7.819188594818115,-7.819188594818115,-7.754528999328613,-9.486248970031738,-9.942116737365723,-9.942116737365723,-5.257359504699707,-6.6063551902771,-7.306077480316162,-7.536428928375244
70,-7.333467483520508,-8.924834251403809,-7.4760308265686035,-6.2294206619262695,-9.304465293884277,-9.304465293884277,-8.893693923950195,-11.005135536193848,-11.199551582336426,-11.199551582336426,-7.059179782867432,-9.309085845947266,-8.323131561279297,-10.587593078613281
71,-7.430447578430176,-9.0541410446167,-7.669990539550781,-5.952275276184082,-9.763690948486328,-9.763690948486328,-8.788978576660156,-10.865513801574707,-11.625534057617188,-11.625534057617188,-6.511190891265869,-8.487102508544922,-8.2948637008667,-10.502786636352539
72,-7.668188095092773,-9.37112808227539,-8.145471572875977,-6.903237342834473,-10.293136596679688,-10.293136596679688,-8.8602294921875,-10.960516929626465,-11.966202735900879,-11.966202735900879,-6.990077495574951,-9.205431938171387,-8.173768043518066,-10.139503479003906
73,-7.402935981750488,-9.01745891571045,-7.614967346191406,-5.842228889465332,-10.318074226379395,-10.318074226379395,-8.991564750671387,-11.13563060760498,-11.800898551940918,-11.800898551940918,-6.6905341148376465,-8.75611686706543,-8.121600151062012,-9.982996940612793
74,-6.236739158630371,-7.46252965927124,-5.282574653625488,-1.177443504333496,-9.109480857849121,-9.109480857849121,-7.881823539733887,-9.655975341796875,-10.290406227111816,-10.290406227111816,-5.157664775848389,-6.456812858581543,-7.306077480316162,-7.536428928375244
75,-7.279273986816406,-8.85257625579834,-7.367644309997559,-5.347582817077637,-9.186473846435547,-9.186473846435547,-8.588578224182129,-10.598315238952637,-11.340291023254395,-11.340291023254395,-6.698204040527344,-8.767621994018555,-8.323131561279297,-10.587593078613281
76,-5.5642900466918945,-6.315520286560059,-6.016663551330566,-4.415371894836426,-5.883035659790039,-5.883035659790039,-6.709704399108887,-7.747288227081299,-6.530540466308594,-6.530540466308594,-5.387367248535156,-6.801367282867432,-6.430516242980957,-9.933947563171387
77,-5.745019435882568,-6.5414323806762695,-6.468487739562988,-5.3190202713012695,-5.710586071014404,-5.710586071014404,-6.306550025939941,-7.243345737457275,-7.041347980499268,-7.041347980499268,-5.327927112579346,-6.7122063636779785,-6.240514755249023,-9.173943519592285
78,-5.725157737731934,-6.516605377197266,-6.4188337326049805,-5.219712257385254,-5.638510704040527,-5.638510704040527,-6.275057792663574,-7.203979969024658,-6.742560386657715,-6.742560386657715,-5.340482234954834,-6.731039524078369,-6.018052101135254,-8.284092903137207
79,-5.485074520111084,-6.216501235961914,-5.818626403808594,-4.0192975997924805,-5.224365234375,-5.224365234375,-6.135758399963379,-7.029856204986572,-6.346493721008301,-6.346493721008301,-4.971791744232178,-6.178003787994385,-5.708240032196045,-7.044844150543213
80,-6.050390243530273,-6.923145771026611,-7.231914520263672,-6.845874786376953,-6.459022521972656,-6.459022521972656,-6.9176788330078125,-8.007257461547852,-7.096454620361328,-7.096454620361328,-6.445625305175781,-8.388753890991211,-6.589146614074707,-10.568470001220703
81,-5.982635498046875,-6.838452339172363,-7.062527656555176,-5.700309753417969,-6.237715244293213,-6.237715244293213,-6.6786675453186035,-7.708492279052734,-6.898719787597656,-6.898719787597656,-5.94916296005249,-7.644059658050537,-6.430516242980957,-9.933947563171387
82,-6.1984968185424805,-7.108278751373291,-7.602180480957031,-6.77961540222168,-6.0396528244018555,-6.0396528244018555,-6.278757095336914,-7.208603858947754,-7.463868618011475,-7.463868618011475,-6.117015361785889,-7.895838737487793,-6.240514755249023,-9.173943519592285
83,-6.119070053100586,-7.00899600982666,-7.403614521026611,-6.38248348236084,-6.054409027099609,-6.054409027099609,-6.381597518920898,-7.337154388427734,-7.150975227355957,-7.150975227355957,-6.18637228012085,-7.999874114990234,-6.018052101135254,-8.284092903137207
84,-5.760058403015137,-6.5602312088012695,-6.50608491897583,-4.587424278259277,-5.597396373748779,-5.597396373748779,-6.125226020812988,-7.016690254211426,-6.422975540161133,-6.422975540161133,-5.257359504699707,-6.6063551902771,-5.708240032196045,-7.044844150543213
85,-6.327695846557617,-7.269777297973633,-7.925178050994873,-7.425610542297363,-6.608525276184082,-6.608525276184082,-6.757323265075684,-7.806812286376953,-7.1851959228515625,-7.1851959228515625,-7.059179782867432,-9.309085845947266,-6.589146614074707,-10.568470001220703
86,-6.105367183685303,-6.9918670654296875,-7.369356632232666,-5.459259986877441,-7.210338592529297,-7.210338592529297,-7.959008693695068,-9.308917999267578,-7.541895389556885,-7.541895389556885,-6.511190891265869,-8.487102508544922,-6.430516242980957,-9.933947563171387
87,-6.464173793792725,-7.440375328063965,-8.266373634338379,-7.253293991088867,-7.16030216217041,-7.16030216217041,-7.660890102386475,-8.936270713806152,-7.8813066482543945,-7.8813066482543945,-6.990077495574951,-9.205431938171387,-6.240514755249023,-9.173943519592285
88,-6.180683135986328,-7.08601188659668,-7.557646751403809,-5.835840225219727,-7.23828125,-7.23828125,-7.5321197509765625,-8.775308609008789,-7.62453556060791,-7.62453556060791,-6.6905341148376465,-8.75611686706543,-6.018052101135254,-8.284092903137207
89,-5.236502647399902,-5.905786514282227,-5.197195529937744,-1.1149377822875977,-6.7322492599487305,-6.7322492599487305,-7.0877366065979,-8.219829559326172,-6.47952938079834,-6.47952938079834,-5.157664775848389,-6.456812858581543,-5.708240032196045,-7.044844150543213
90,-5.983010292053223,-6.838920593261719,-7.0634636878967285,-4.847474098205566,-6.997015953063965,-6.997015953063965,-7.778871059417725,-9.083746910095215,-7.4491705894470215,-7.4491705894470215,-6.698204040527344,-8.767621994018555,-6.589146614074707,-10.568470001220703
91,-6.395639896392822,-7.674396991729736,-5.244080543518066,-3.5036659240722656,-6.371949672698975,-6.371949672698975,-7.3587188720703125,-8.958502769470215,-8.452391624450684,-8.452391624450684,-5.387367248535156,-6.801367282867432,-7.298275470733643,-6.800429821014404
92,-6.279763221740723,-7.519895076751709,-5.012327194213867,-3.040159225463867,-6.778475284576416,-6.778475284576416,-7.421137809753418,-9.041728019714355,-8.905919075012207,-8.905919075012207,-5.327927112579346,-6.7122063636779785,-7.915868759155273,-8.653209686279297
93,-6.3244829177856445,-7.579521179199219,-5.101767539978027,-3.219038963317871,-6.339304447174072,-6.339304447174072,-7.293352127075195,-8.871346473693848,-8.767101287841797,-8.767101287841797,-5.340482234954834,-6.731039524078369,-7.5739216804504395,-7.627368927001953
94,-6.359660625457764,-7.626424789428711,-5.172122001647949,-3.3597488403320312,-6.431024074554443,-6.431024074554443,-7.20009708404541,-8.7470064163208,-8.547640800476074,-8.547640800476074,-4.971791744232178,-6.178003787994385,-7.656229019165039,-7.8742899894714355
95,-6.803990364074707,-8.218864440917969,-6.060781478881836,-5.137066841125488,-6.9881062507629395,-6.9881062507629395,-7.816697597503662,-9.569140434265137,-9.014759063720703,-9.014759063720703,-6.445625305175781,-8.388753890991211,-7.699672698974609,-8.004622459411621
96,-6.949993133544922,-8.413535118103027,-6.352786540985107,-5.32224178314209,-6.514503479003906,-6.514503479003906,-7.546377182006836,-9.20871353149414,-9.03532886505127,-9.03532886505127,-5.94916296005249,-7.644059658050537,-7.298275470733643,-6.800429821014404
97,-7.107232093811035,-8.623187065124512,-6.667264938354492,-5.951198577880859,-6.974183559417725,-6.974183559417725,-7.732927322387695,-9.457447052001953,-9.429683685302734,-9.429683685302734,-6.117015361785889,-7.895838737487793,-7.915868759155273,-8.653209686279297
98,-7.2144927978515625,-8.76620101928711,-6.881786346435547,-6.380241394042969,-6.73017692565918,-6.73017692565918,-7.718770980834961,-9.43857192993164,-9.236388206481934,-9.236388206481934,-6.18637228012085,-7.999874114990234,-7.5739216804504395,-7.627368927001953
99,-6.796568870544434,-8.208969116210938,-6.045938491821289,-4.708545684814453,-6.503057956695557,-6.503057956695557,-7.351706027984619,-8.949151992797852,-8.582365989685059,-8.582365989685059,-5.257359504699707,-6.6063551902771,-7.656229019165039,-7.8742899894714355
100,-7.4214043617248535,-9.042082786560059,-7.295609474182129,-7.207887172698975,-7.107532501220703,-7.107532501220703,-7.919602394104004,-9.706347465515137,-9.01917552947998,-9.01917552947998,-7.059179782867432,-9.309085845947266,-7.699672698974609,-8.004622459411621
101,-7.101685523986816,-8.615791320800781,-6.656172752380371,-5.549111366271973,-7.990034580230713,-7.990034580230713,-7.990606307983398,-9.801018714904785,-9.27795696258545,-9.27795696258545,-6.511190891265869,-8.487102508544922,-7.298275470733643,-6.800429821014404
102,-7.670398712158203,-9.374075889587402,-7.7935991287231445,-7.8239641189575195,-8.50582218170166,-8.50582218170166,-8.388235092163086,-10.331191062927246,-10.261162757873535,-10.261162757873535,-6.990077495574951,-9.205431938171387,-7.915868759155273,-8.653209686279297
103,-7.275236129760742,-8.84719181060791,-7.003273963928223,-6.243313789367676,-8.359200477600098,-8.359200477600098,-8.157075881958008,-10.022978782653809,-9.727246284484863,-9.727246284484863,-6.6905341148376465,-8.75611686706543,-7.5739216804504395,-7.627368927001953
104,-6.1465630531311035,-7.342294692993164,-4.745927333831787,-1.7286205291748047,-7.855924129486084,-7.855924129486084,-7.76728630065918,-9.50325870513916,-8.448334693908691,-8.448334693908691,-5.157664775848389,-6.456812858581543,-7.656229019165039,-7.8742899894714355
