idx,construction_score,non_article_region_score,numeral_noun_region_score,just_noun_region_score,default_ann_corruption_score,default_ann_region_score,order_swap_corruption_score,order_swap_region_score,no_article_corruption_score,no_article_region_score,no_modifier_corruption_score,no_modifier_region_score,no_numeral_corruption_score,no_numeral_region_score
3292,-5.638609409332275,-6.103382110595703,-7.223245620727539,-6.652312755584717,-6.617631912231445,-6.617631912231445,-7.847675323486328,-8.681142807006836,-7.379625797271728,-7.379625797271728,-9.45694351196289,-11.655564308166504,-6.734395503997803,-11.327197074890137
3293,-6.031354427337647,-6.564263820648193,-8.140738487243652,-8.0371675491333,-6.911439418792725,-6.911439418792725,-7.730367183685303,-8.544282913208008,-7.590096473693848,-7.590096473693848,-8.980184555053711,-11.01988697052002,-6.915396690368652,-11.870201110839844
3294,-6.954686164855957,-7.778843402862549,-11.965425491333008,-15.582968711853027,-8.23790168762207,-8.23790168762207,-9.38303279876709,-10.693166732788086,-9.148618698120115,-9.148618698120115,-12.645917892456056,-17.53833770751953,-8.050176620483398,-22.41342163085937
3295,-7.358993053436279,-8.263980865478516,-13.17190170288086,-18.001876831054688,-8.78152084350586,-8.78152084350586,-9.93198299407959,-11.346043586730955,-9.595072746276855,-9.595072746276855,-12.894654273986816,-17.911441802978516,-8.364879608154297,-23.99668312072754
3296,-6.225703239440918,-6.904106616973877,-9.794403076171877,-11.232661247253418,-7.967611312866211,-7.967611312866211,-8.562272071838379,-9.702390670776367,-8.27550220489502,-8.27550220489502,-11.668846130371094,-16.072731018066406,-7.200563907623291,-18.175106048583984
3297,-6.155388832092285,-6.819729328155518,-9.58346176147461,-10.810776710510254,-7.15399169921875,-7.15399169921875,-8.436948776245117,-9.552002906799316,-8.171566009521484,-8.171566009521484,-10.754196166992188,-14.700754165649414,-7.177103042602539,-18.057802200317383
3298,-7.016300201416016,-7.852822303771973,-12.1499662399292,-15.948856353759766,-8.800509452819824,-8.800509452819824,-9.840042114257812,-11.235715866088867,-9.138141632080078,-9.138141632080078,-12.715505599975586,-17.643165588378906,-7.321337223052978,-18.778972625732425
3299,-6.84596061706543,-7.646770477294922,-11.677736282348633,-15.019492149353027,-7.844701766967773,-7.844701766967773,-9.070271492004396,-10.31199073791504,-8.882526397705078,-8.882526397705078,-11.933677673339844,-16.47930145263672,-7.157853126525879,-17.961551666259766
3300,-6.428765296936035,-7.026574611663818,-9.093689918518066,-9.472543716430664,-7.822155952453613,-7.822155952453613,-8.813864707946777,-9.805895805358888,-7.987860679626465,-7.987860679626465,-9.036500930786133,-11.101191520690918,-7.437471389770508,-13.398555755615234
3301,-8.101888656616211,-9.84922981262207,-7.553001880645752,-11.776312828063965,-11.272666931152344,-11.272666931152344,-10.25960636138916,-12.727011680603027,-12.625417709350586,-12.625417709350586,-10.317917823791504,-14.05566120147705,-11.431792259216309,-16.977970123291016
3302,-6.801981925964356,-7.787511348724365,-5.569452285766602,-6.689332962036133,-9.569686889648438,-9.569686889648438,-9.201789855957031,-10.78676986694336,-9.938138961791992,-9.938138961791992,-7.787211894989014,-9.43547248840332,-10.46264934539795,-12.278236389160156
3303,-6.617748737335205,-7.557220458984375,-5.262397289276123,-6.228750228881836,-8.507076263427734,-8.507076263427734,-8.409616470336914,-9.796553611755373,-9.347400665283203,-9.347400665283203,-7.942881107330322,-9.643031120300291,-9.44896125793457,-10.250861167907717
3304,-8.538484573364258,-10.431357383728027,-8.422306060791016,-13.513118743896484,-11.568033218383787,-11.568033218383787,-11.046859741210938,-13.775190353393556,-12.891557693481444,-12.891557693481444,-9.98645305633545,-13.558464050292969,-12.33865737915039,-19.72184562683105
3305,-8.225560188293457,-10.013606071472168,-7.793388366699219,-12.246623039245604,-11.781208038330078,-11.781208038330078,-10.895224571228027,-13.573010444641112,-12.641725540161133,-12.641725540161133,-9.312686920166016,-12.547815322875977,-12.911797523498535,-21.441267013549805
3306,-7.655348777770996,-9.253324508666992,-6.652965545654297,-9.965778350830078,-10.743629455566406,-10.743629455566406,-9.94375991821289,-12.30438995361328,-11.531312942504885,-11.531312942504885,-9.574137687683104,-12.939990997314451,-11.459162712097168,-17.083362579345703
3307,-7.07487678527832,-8.479361534118652,-5.492021083831787,-7.6438889503479,-10.140266418457031,-10.140266418457031,-9.53102684020996,-11.754079818725586,-11.18581771850586,-11.18581771850586,-9.144596099853516,-12.295679092407228,-11.87530517578125,-18.3317928314209
3308,-8.740534782409668,-10.700969696044922,-8.823911666870117,-14.31613540649414,-11.862910270690918,-11.862910270690918,-10.747164726257324,-13.37559700012207,-13.05300521850586,-13.05300521850586,-10.395583152770996,-14.1681547164917,-12.063926696777344,-18.897653579711918
3309,-8.180937767028809,-9.954180717468262,-7.753899574279785,-12.17421054840088,-11.001452445983888,-11.001452445983888,-10.165928840637209,-12.600616455078123,-12.462848663330078,-12.462848663330078,-9.67086696624756,-13.08885383605957,-11.360648155212402,-16.787818908691406
3310,-7.309825897216797,-8.421980857849121,-6.444393157958984,-7.999795913696289,-8.60870361328125,-8.60870361328125,-8.517345428466797,-9.93121337890625,-9.88451862335205,-9.88451862335205,-7.98667573928833,-9.703935623168944,-10.234240531921388,-11.821417808532717
3311,-8.816085815429688,-10.801044464111328,-9.024194717407228,-13.23343276977539,-11.787650108337402,-11.787650108337402,-10.927766799926758,-13.615880012512209,-13.242000579833984,-13.242000579833984,-10.347339630126951,-14.103564262390137,-11.446585655212402,-17.05451202392578
3312,-7.054687023162842,-8.102715492248535,-5.987101078033447,-6.568729877471924,-9.791486740112305,-9.791486740112305,-8.460028648376465,-9.85917854309082,-10.043587684631348,-10.043587684631348,-7.580435752868652,-9.162282943725586,-10.470958709716797,-12.29929542541504
3313,-7.0304856300354,-8.072463989257812,-5.946766376495361,-6.508226871490479,-8.91989517211914,-8.91989517211914,-8.508020401000977,-9.919170379638672,-9.76123332977295,-9.76123332977295,-7.853448390960693,-9.526300430297852,-9.469117164611816,-10.295610427856444
3314,-9.127650260925291,-11.216009140014648,-9.599235534667969,-14.374626159667969,-12.266559600830078,-12.266559600830078,-11.396909713745115,-14.241405487060549,-13.354974746704102,-13.354974746704102,-10.602733612060549,-14.486653327941896,-12.35550594329834,-19.781272888183597
3315,-8.772821426391602,-10.743124961853027,-8.908581733703613,-13.030584335327148,-12.700275421142578,-12.700275421142578,-10.953140258789062,-13.649710655212402,-13.193262100219728,-13.193262100219728,-9.985418319702148,-13.560680389404297,-12.926641464233398,-21.494678497314453
3316,-8.30759048461914,-10.12724494934082,-7.967565536499023,-11.100605010986328,-11.526926040649414,-11.526926040649414,-10.064746856689451,-12.465188026428224,-12.39243507385254,-12.39243507385254,-9.924419403076172,-13.469182968139648,-11.479081153869627,-17.15199851989746
3317,-7.667677402496338,-9.274027824401855,-6.687739372253418,-8.540953636169434,-10.622925758361816,-10.622925758361816,-9.383036613464355,-11.55624008178711,-11.927441596984863,-11.927441596984863,-9.073356628417969,-12.192586898803713,-11.896281242370604,-18.40359687805176
3318,-9.366270065307615,-11.538817405700684,-10.08492374420166,-15.335322380065918,-12.404097557067873,-12.404097557067873,-10.89378547668457,-13.570571899414062,-13.761085510253906,-13.761085510253906,-10.730424880981444,-14.678190231323242,-12.077281951904297,-18.94659805297852
3319,-8.920027732849121,-10.948738098144531,-9.218147277832031,-13.61710262298584,-11.533917427062988,-11.533917427062988,-10.133752822875977,-12.557195663452148,-13.353261947631836,-13.353261947631836,-10.019054412841797,-13.59971046447754,-11.37094497680664,-16.82758903503418
3320,-7.898080825805664,-9.164127349853516,-7.415530204772949,-8.713699340820312,-8.979567527770996,-8.979567527770996,-8.933599472045898,-10.45212459564209,-10.419848442077637,-10.419848442077637,-8.06931209564209,-9.80650234222412,-10.223968505859377,-11.805313110351562
3321,-9.974451065063477,-12.35463523864746,-11.326993942260742,-14.351378440856934,-13.933171272277832,-13.933171272277832,-12.821364402770996,-16.14657974243164,-14.111873626708984,-14.111873626708984,-12.283294677734377,-16.996070861816406,-11.432937622070312,-16.994821548461914
3322,-7.825896739959717,-9.073896408081056,-7.295222282409668,-6.790992259979248,-10.831335067749023,-10.831335067749023,-9.731283187866213,-11.452674865722656,-10.737138748168944,-10.737138748168944,-9.483131408691406,-11.691595077514648,-10.481101036071776,-12.310205459594728
3323,-8.2097749710083,-9.553796768188477,-7.922028541564941,-7.7367472648620605,-10.100713729858398,-10.100713729858398,-9.592208862304688,-11.278831481933594,-10.78194808959961,-10.78194808959961,-8.98226547241211,-11.023773193359377,-9.46266746520996,-10.273340225219728
3324,-10.19956398010254,-12.654854774475098,-11.757734298706056,-15.222875595092772,-14.070566177368164,-14.070566177368164,-13.00483226776123,-16.391202926635742,-14.325521469116213,-14.325521469116213,-12.643953323364258,-17.537059783935547,-12.35295867919922,-19.7548828125
3325,-10.882730484008787,-13.565743446350098,-13.124066352844238,-17.95553970336914,-14.320234298706056,-14.320234298706056,-13.322745323181152,-16.815086364746094,-15.403314590454102,-15.403314590454102,-12.892082214355469,-17.909252166748047,-12.914857864379885,-21.440580368041992
3326,-8.997183799743652,-11.048941612243652,-9.393627166748049,-10.505111694335938,-13.101547241210938,-13.101547241210938,-11.475326538085938,-14.351861000061035,-13.081851959228516,-13.081851959228516,-11.666559219360352,-16.070968627929688,-11.482847213745115,-17.144550323486328
3327,-9.115456581115724,-11.20663833618164,-9.630172729492188,-10.978201866149902,-12.199233055114746,-12.199233055114746,-10.877811431884766,-13.555173873901367,-12.944475173950195,-12.944475173950195,-10.753219604492188,-14.700958251953123,-11.893485069274902,-18.376462936401367
3328,-10.41806983947754,-12.943455696105955,-12.235398292541504,-16.18865394592285,-13.706986427307127,-13.706986427307127,-12.966535568237305,-16.34014129638672,-14.647428512573242,-14.647428512573242,-12.716878890991213,-17.646448135375977,-12.078444480895996,-18.93134117126465
3329,-10.139921188354492,-12.564990043640137,-11.62142562866211,-14.950942993164062,-12.688203811645508,-12.688203811645508,-12.075255393981934,-15.146474838256836,-14.416315078735352,-14.416315078735352,-11.9403076171875,-16.47998046875,-11.357507705688477,-16.813417434692383
3330,-8.595512390136719,-10.02821159362793,-8.553576469421387,-8.68441104888916,-10.283560752868652,-10.283560752868652,-10.134666442871094,-11.952932357788086,-10.959556579589844,-10.959556579589844,-9.040080070495604,-11.09915542602539,-10.22430419921875,-11.819055557250977
3331,-8.36871337890625,-9.676996231079102,-11.04384994506836,-15.223332405090332,-10.91494846343994,-10.91494846343994,-10.146059036254885,-12.574212074279783,-12.37792682647705,-12.37792682647705,-10.316553115844728,-14.04800033569336,-10.10651969909668,-18.90118789672852
3332,-5.879422187805176,-6.238311767578125,-6.003318786621094,-5.572794437408447,-6.857830047607422,-6.857830047607422,-7.023067951202393,-8.063499450683594,-8.960330963134766,-8.960330963134766,-7.791617393493652,-9.435003280639648,-7.371437072753906,-9.033687591552734
3333,-6.378691673278809,-6.862398147583008,-6.835434913635254,-6.820968151092529,-8.103317260742188,-8.103317260742188,-8.112945556640625,-9.425846099853516,-9.17855453491211,-9.17855453491211,-7.926268100738525,-9.623452186584473,-8.440052032470703,-11.170917510986328
3334,-7.682600021362305,-8.762178421020508,-9.671622276306152,-12.478877067565918,-9.707261085510254,-9.707261085510254,-9.66554069519043,-11.935747146606444,-11.676703453063965,-11.676703453063965,-9.98554229736328,-13.54922866821289,-10.84555435180664,-21.11829376220703
3335,-7.854777336120605,-8.991747856140137,-10.015976905822754,-13.16758632659912,-10.482431411743164,-10.482431411743164,-10.020517349243164,-12.409049987792969,-11.918931007385254,-11.918931007385254,-9.307899475097656,-12.53668212890625,-10.944805145263672,-21.41604232788086
3336,-7.053722381591797,-7.923674583435059,-8.413867950439453,-9.96336841583252,-9.065869331359863,-9.065869331359863,-8.669353485107422,-10.607558250427246,-10.715472221374512,-10.715472221374512,-9.570707321166992,-12.930892944335938,-9.375984191894531,-16.709579467773438
3337,-6.4503173828125,-7.119134902954102,-7.207056999206543,-7.549746513366699,-8.827250480651855,-8.827250480651855,-8.75954818725586,-10.727115631103516,-10.546768188476562,-10.546768188476562,-9.145959854125977,-12.293771743774414,-9.693992614746094,-17.663610458374023
3338,-7.74613618850708,-8.847492218017578,-9.779629707336426,-12.694944381713867,-10.167799949645996,-10.167799949645996,-9.594449996948242,-11.84031867980957,-12.488348007202148,-12.488348007202148,-10.400245666503906,-14.175201416015623,-9.600566864013672,-17.385221481323242
3339,-7.324368000030518,-8.285135269165039,-8.936094284057617,-11.00787353515625,-10.121908187866213,-10.121908187866213,-9.391477584838867,-11.567865371704102,-12.086483001708984,-12.086483001708984,-9.665535926818848,-13.073135375976562,-9.524898529052734,-17.15821647644043
3340,-7.046531200408936,-7.697646617889404,-7.935790061950684,-8.471528053283691,-8.873348236083984,-8.873348236083984,-8.831197738647461,-10.32341766357422,-9.73576831817627,-9.73576831817627,-7.997848987579346,-9.713687896728516,-8.836501121520996,-11.964762687683104
3341,-8.533710479736328,-9.897591590881348,-11.354778289794922,-16.49175453186035,-11.776795387268066,-11.776795387268066,-10.491065979003906,-13.034461975097656,-12.726394653320312,-12.726394653320312,-10.331624031066896,-14.07226848602295,-10.102685928344728,-18.89158058166504
3342,-5.780518054962158,-6.115130424499512,-5.825767993927002,-5.629751205444336,-7.283990859985352,-7.283990859985352,-7.199875831604004,-8.284599304199219,-9.011503219604492,-9.011503219604492,-7.573360919952393,-9.147703170776367,-7.368473052978516,-9.028705596923828
3343,-6.428852081298828,-6.9255475997924805,-6.90632438659668,-7.25058650970459,-8.618119239807129,-8.618119239807129,-8.20688533782959,-9.543360710144045,-9.169265747070312,-9.169265747070312,-7.854920387268066,-9.525736808776855,-8.4485502243042,-11.188862800598145
3344,-8.00522232055664,-9.192941665649414,-10.297802925109863,-14.377802848815918,-10.798728942871094,-10.798728942871094,-10.174346923828123,-12.614154815673828,-11.951031684875488,-11.951031684875488,-10.602248191833496,-14.482136726379396,-10.851922988891602,-21.139291763305664
3345,-8.0217924118042,-9.215033531188965,-10.330942153930664,-14.444083213806152,-11.586587905883787,-11.586587905883787,-10.508732795715332,-13.060003280639648,-11.706660270690918,-11.706660270690918,-9.987749099731444,-13.560386657714844,-10.94737434387207,-21.42564582824707
3346,-7.443428039550781,-8.44388198852539,-9.174213409423828,-12.13062572479248,-9.913344383239746,-9.913344383239746,-9.010173797607422,-11.064863204956056,-11.331499099731444,-11.331499099731444,-9.92698860168457,-13.469247817993164,-9.384997367858888,-16.731639862060547
3347,-6.391404628753662,-7.041183471679688,-7.070167541503906,-7.92253303527832,-9.503942489624023,-9.503942489624023,-9.056842803955078,-11.127086639404297,-10.461730003356934,-10.461730003356934,-9.073104858398438,-12.188421249389648,-9.682519912719728,-17.667617797851562
3348,-7.8852338790893555,-9.03295612335205,-10.057825088500977,-13.89784812927246,-10.82927703857422,-10.82927703857422,-9.729240417480469,-12.019220352172852,-12.739826202392578,-12.739826202392578,-10.73417854309082,-14.680031776428224,-9.584646224975586,-17.373998641967773
3349,-7.481663703918457,-8.49486255645752,-9.25068473815918,-12.283568382263184,-10.95660400390625,-10.95660400390625,-9.61985206604004,-11.873367309570312,-12.480178833007812,-12.480178833007812,-10.009918212890623,-13.59364128112793,-9.511564254760742,-17.154752731323242
3350,-7.212031841278076,-7.904522895812988,-8.211625099182129,-9.208536148071287,-9.581971168518066,-9.581971168518066,-9.255522727966309,-10.854578018188477,-9.981819152832031,-9.981819152832031,-8.070662498474121,-9.81108283996582,-8.815196990966797,-11.940423965454102
3351,-9.019176483154297,-10.544878959655762,-12.32571029663086,-15.275376319885254,-12.699689865112305,-12.699689865112305,-11.552459716796877,-14.450180053710938,-13.155477523803713,-13.155477523803713,-12.287734985351562,-17.00012969970703,-10.09244441986084,-18.89739227294922
3352,-6.770101547241211,-7.352109909057617,-7.47507381439209,-6.524589538574219,-8.728754043579102,-8.728754043579102,-8.402238845825195,-9.787973403930664,-9.57779312133789,-9.57779312133789,-9.51250457763672,-11.72902488708496,-7.360283851623535,-9.030597686767578
3353,-7.14248514175415,-7.81758975982666,-8.095714569091797,-7.455548763275146,-9.29026222229004,-9.29026222229004,-8.69021224975586,-10.147939682006836,-9.552249908447266,-9.552249908447266,-8.98301887512207,-11.02304458618164,-8.429109573364258,-11.168248176574709
3354,-9.24065399169922,-10.840182304382324,-12.768665313720703,-16.161285400390625,-12.775423049926758,-12.775423049926758,-11.699295997619627,-14.651355743408203,-12.761625289916992,-12.761625289916992,-12.64745807647705,-17.539714813232422,-10.836301803588867,-21.128965377807617
3355,-9.57835578918457,-11.290451049804688,-13.444068908691406,-17.51209259033203,-12.753300666809082,-12.753300666809082,-11.915667533874512,-14.933703422546388,-13.719799041748049,-13.719799041748049,-12.895222663879396,-17.911361694335938,-10.931339263916016,-21.40892791748047
3356,-7.969828605651855,-9.153383255004885,-10.240049362182615,-11.110458374023438,-11.041574478149414,-11.041574478149414,-10.17179012298584,-12.60853385925293,-11.980319023132324,-11.980319023132324,-11.670774459838867,-16.074689865112305,-9.339088439941406,-16.67150115966797
3357,-7.580860614776611,-8.634759902954102,-9.462114334106444,-9.554587364196776,-10.481081008911133,-10.481081008911133,-10.012374877929688,-12.395978927612305,-11.590282440185549,-11.590282440185549,-10.75315284729004,-14.70195770263672,-9.656797409057615,-17.624629974365234
3358,-8.709197044372559,-10.139206886291504,-11.718785285949709,-14.067931175231934,-12.307708740234377,-12.307708740234377,-11.411474227905272,-14.261445999145508,-12.990484237670898,-12.990484237670898,-12.712688446044922,-17.63811492919922,-9.57583236694336,-17.38173484802246
3359,-8.653885841369629,-10.065460205078123,-11.60816478729248,-13.846689224243164,-12.160096168518066,-12.160096168518066,-11.164719581604004,-13.932439804077148,-13.334283828735352,-13.334283828735352,-11.939056396484377,-16.47766876220703,-9.511944770812988,-17.190073013305664
3360,-7.431429386138916,-8.18449592590332,-8.585977554321289,-8.194146156311035,-10.481643676757812,-10.481643676757812,-9.462079048156738,-11.11220932006836,-10.38064956665039,-10.38064956665039,-9.028236389160156,-11.083703994750977,-8.792439460754395,-11.91199779510498
3361,-6.315290451049805,-7.182225704193115,-7.717735767364502,-12.75395679473877,-8.215470314025879,-8.215470314025879,-8.460302352905273,-9.863043785095217,-8.975470542907715,-8.975470542907715,-10.334205627441406,-14.070390701293944,-8.43529224395752,-17.72252082824707
3362,-5.139995098114014,-5.598484039306641,-4.899663925170898,-6.008738517761231,-6.363707065582275,-6.363707065582275,-6.84712553024292,-7.646683692932129,-7.225397109985352,-7.225397109985352,-7.791316032409668,-9.434476852416992,-7.298617839813232,-10.237218856811523
3363,-5.381529331207275,-5.8883256912231445,-5.382731914520264,-6.733340740203857,-6.353427410125732,-6.353427410125732,-6.85334587097168,-7.654148101806641,-7.279040336608887,-7.279040336608887,-7.961499214172363,-9.66138744354248,-7.680286884307861,-11.19139289855957
3364,-6.579840183258057,-7.512912750244141,-8.379110336303711,-14.076706886291504,-8.32283878326416,-8.32283878326416,-8.765705108642578,-10.24479866027832,-9.260209083557127,-9.260209083557127,-9.99789047241211,-13.56591796875,-9.43507480621338,-21.591163635253903
3365,-6.307633399963379,-7.172653675079346,-7.698592662811279,-12.715668678283691,-8.599685668945312,-8.599685668945312,-8.882461547851562,-10.390742301940918,-8.958353042602539,-8.958353042602539,-9.329901695251465,-12.562847137451172,-9.637012481689451,-22.39891624450684
3366,-5.980204582214356,-6.763368129730225,-6.880021095275879,-11.078527450561523,-7.859437465667725,-7.859437465667725,-8.113075256347656,-9.429399490356444,-8.418731689453125,-8.418731689453125,-9.578472137451172,-12.93570327758789,-8.709552764892578,-18.689077377319336
3367,-5.265846252441406,-5.870420455932617,-5.094125270843506,-7.506733894348144,-7.129215240478516,-7.129215240478516,-7.712265014648437,-8.93152141571045,-8.0188627243042,-8.0188627243042,-9.154728889465332,-12.300087928771973,-8.5640287399292,-18.106983184814453
3368,-6.614162445068359,-7.555815696716309,-8.464916229248047,-14.248315811157228,-8.303524017333984,-8.303524017333984,-8.488229751586914,-9.901477813720703,-9.253369331359863,-9.253369331359863,-10.405309677124023,-14.175958633422852,-8.602315902709961,-18.260129928588867
3369,-6.250235557556152,-7.100907325744629,-7.555099487304687,-12.42868423461914,-7.621425628662109,-7.621425628662109,-7.893023490905762,-9.157469749450684,-8.792707443237305,-8.792707443237305,-9.678932189941406,-13.086393356323242,-8.388118743896484,-17.403337478637695
3370,-6.268993854522705,-6.953282356262207,-7.157660484313965,-9.395732879638672,-7.335467338562012,-7.335467338562012,-7.786290168762207,-8.776500701904297,-8.192025184631348,-8.192025184631348,-7.989287853240967,-9.697713851928713,-8.770837783813477,-13.852523803710938
3371,-6.965717315673828,-7.995259284973144,-9.34380340576172,-14.765823364257812,-8.937029838562012,-8.937029838562012,-8.922626495361328,-10.444473266601562,-9.73542594909668,-9.73542594909668,-10.35625457763672,-14.102377891540527,-8.45922565460205,-17.712646484375
3372,-5.4593892097473145,-5.979156970977783,-5.533757209777832,-6.334619522094727,-6.626044273376465,-6.626044273376465,-6.837102890014648,-7.632308483123779,-7.669139385223389,-7.669139385223389,-7.579680919647217,-9.152469635009766,-7.318453788757324,-10.23057460784912
3373,-5.618654727935791,-6.1702752113342285,-5.852288246154785,-6.8124165534973145,-6.716568470001221,-6.716568470001221,-6.996315956115723,-7.8233642578125,-7.719335556030273,-7.719335556030273,-7.860105037689209,-9.526050567626951,-7.707365036010742,-11.202852249145508
3374,-6.893009185791016,-7.901123046875,-9.154990196228027,-14.377947807312012,-9.202638626098633,-9.202638626098633,-9.351442337036133,-10.974032402038574,-9.791122436523438,-9.791122436523438,-10.611610412597656,-14.486281394958496,-9.43823528289795,-21.62182235717773
3375,-6.799265861511231,-7.783944606781006,-8.920633316040039,-13.90923309326172,-9.209423065185549,-9.209423065185549,-9.221742630004885,-10.811908721923828,-9.460938453674316,-9.460938453674316,-9.995746612548828,-13.562485694885254,-9.649968147277832,-22.4687557220459
3376,-6.538590908050537,-7.458100318908691,-8.26894474029541,-12.605856895446776,-8.372983932495117,-8.372983932495117,-8.294711112976074,-9.653119087219238,-9.273507118225098,-9.273507118225098,-9.934032440185549,-13.469915390014648,-8.709830284118652,-18.70820426940918
3377,-5.820568084716797,-6.560572147369385,-6.473888397216797,-9.01574420928955,-7.721590518951416,-7.721590518951416,-7.7686357498168945,-9.000186920166016,-8.769365310668945,-8.769365310668945,-9.08120346069336,-12.190673828125,-8.569445610046387,-18.14666557312012
3378,-7.039822101593018,-8.084640502929688,-9.522024154663086,-15.112013816833496,-9.08299446105957,-9.08299446105957,-9.004385948181152,-10.54487419128418,-9.92990016937256,-9.92990016937256,-10.742740631103516,-14.682976722717283,-8.592473030090332,-18.25690650939941
3379,-6.812454700469971,-7.800430297851562,-8.953604698181152,-13.975176811218262,-8.372342109680176,-8.372342109680176,-8.360635757446289,-9.74018669128418,-9.592308044433594,-9.592308044433594,-9.96114444732666,-13.51058292388916,-8.38725471496582,-17.426284790039062
3380,-6.728389263153076,-7.501955986022949,-8.071756362915039,-10.14161777496338,-7.788436412811279,-7.788436412811279,-8.091047286987305,-9.140769958496094,-8.671684265136719,-8.671684265136719,-8.063535690307617,-9.797834396362305,-8.76376724243164,-13.848052978515623
3381,-7.9166741371154785,-9.180704116821287,-11.714153289794922,-15.06387424468994,-10.63388442993164,-10.63388442993164,-10.594456672668455,-12.532463073730469,-10.331995964050291,-10.331995964050291,-12.285076141357422,-16.997295379638672,-8.46098804473877,-17.721220016479492
3382,-6.286848545074463,-6.972107887268066,-7.188675880432129,-6.6007981300354,-7.767459869384766,-7.767459869384766,-8.314647674560547,-9.409092903137209,-8.23299503326416,-8.23299503326416,-9.453658103942873,-11.65132999420166,-7.315793514251709,-10.228116989135742
3383,-6.694149494171143,-7.460868835449219,-8.003276824951172,-7.822700500488281,-7.975071907043457,-7.975071907043457,-8.437952041625977,-9.558563232421877,-8.611106872558594,-8.611106872558594,-8.981527328491211,-11.021821975708008,-7.704437732696533,-11.199728965759276
3384,-7.992580413818359,-9.275588035583496,-11.903919219970703,-15.44340705871582,-10.47651195526123,-10.47651195526123,-10.958688735961914,-12.98963737487793,-10.757030487060549,-10.757030487060549,-12.646234512329102,-17.539030075073242,-9.4308443069458,-21.600645065307617
3385,-8.42903995513916,-9.824867248535156,-13.054943084716797,-17.752431869506836,-10.831318855285645,-10.831318855285645,-10.862090110778809,-12.868889808654783,-11.336983680725098,-11.336983680725098,-12.893178939819336,-17.90944480895996,-9.641562461853027,-22.43943977355957
3386,-7.299973964691162,-8.413536071777344,-10.232280731201172,-12.10710620880127,-9.799378395080566,-9.799378395080566,-9.786980628967283,-11.525002479553224,-9.934890747070312,-9.934890747070312,-11.668001174926758,-16.07168197631836,-8.712769508361816,-18.706937789916992
3387,-6.9772047996521,-8.0100736618042,-9.425357818603516,-10.49325942993164,-8.881499290466309,-8.881499290466309,-9.41215705871582,-11.056472778320312,-9.798651695251465,-9.798651695251465,-10.74299144744873,-14.68803882598877,-8.569255828857422,-18.13288116455078
3388,-7.893374919891357,-9.15528678894043,-11.715782165527344,-15.074108123779297,-10.38874340057373,-10.38874340057373,-10.649946212768556,-12.597997665405272,-10.742589950561523,-10.742589950561523,-12.71500015258789,-17.641029357910156,-8.605609893798828,-18.27829933166504
3389,-7.755144596099853,-8.982498168945312,-11.37020492553711,-14.382956504821776,-9.653721809387209,-9.653721809387209,-9.708503723144531,-11.421194076538086,-10.529744148254396,-10.529744148254396,-11.939584732055664,-16.477907180786133,-8.392352104187012,-17.425268173217773
3390,-7.330962657928467,-8.228009223937988,-9.316822052001951,-9.796504974365234,-8.942471504211426,-8.942471504211426,-9.477423667907717,-10.801359176635742,-9.420660018920898,-9.420660018920898,-9.037490844726562,-11.095673561096191,-8.765214920043945,-13.840968132019045
3391,-10.900943756103516,-13.586015701293944,-15.541634559631348,-20.551511764526367,-10.945632934570312,-10.945632934570312,-10.55873680114746,-13.125736236572266,-14.060762405395508,-14.060762405395508,-10.3236083984375,-14.053940773010254,-10.630141258239746,-19.33475112915039
3392,-8.714677810668945,-10.181915283203123,-10.350961685180664,-10.260563850402832,-8.641250610351562,-8.641250610351562,-8.822736740112305,-10.31398582458496,-11.17396354675293,-11.17396354675293,-7.789719581604004,-9.431978225708008,-9.669370651245115,-13.060905456542969
3393,-9.732731819152832,-11.45094871520996,-12.035269737243652,-12.785089492797852,-8.520696640014648,-8.520696640014648,-8.737020492553711,-10.20748805999756,-11.131957054138184,-11.131957054138184,-7.9512763023376465,-9.648601531982422,-9.186500549316406,-12.093460083007812
3394,-10.624130249023438,-13.21221923828125,-14.969337463378906,-19.40304374694824,-9.28543472290039,-9.28543472290039,-9.69594955444336,-11.976216316223145,-13.73466682434082,-13.73466682434082,-9.99634075164795,-13.564860343933104,-10.44765853881836,-18.78045463562012
3395,-10.415443420410156,-12.933968544006348,-14.551960945129396,-18.56829071044922,-10.168413162231444,-10.168413162231444,-10.170156478881836,-12.608492851257324,-13.160308837890623,-13.160308837890623,-9.32716941833496,-12.561101913452148,-11.339229583740234,-21.48052024841309
3396,-10.624075889587402,-13.212255477905272,-14.982351303100586,-19.42521476745605,-10.877126693725586,-10.877126693725586,-10.59811782836914,-13.17910861968994,-14.342754364013672,-14.342754364013672,-9.586577415466309,-12.950214385986328,-11.081989288330078,-20.701461791992188
3397,-10.429927825927734,-12.952762603759766,-14.57749366760254,-18.629159927368164,-9.034086227416992,-9.034086227416992,-9.53327751159668,-11.759321212768556,-13.722423553466797,-13.722423553466797,-9.154348373413086,-12.301871299743652,-10.07162857055664,-17.68218421936035
3398,-11.429805755615234,-14.285933494567873,-16.577251434326172,-22.6286735534668,-11.827096939086914,-11.827096939086914,-11.226682662963867,-14.017193794250488,-15.655364990234377,-15.655364990234377,-10.406139373779297,-14.179558753967283,-10.482305526733398,-18.938007354736328
