idx,construction_score,non_article_region_score,numeral_noun_score,just_noun_score,default_ann_corruption_score,default_ann_region_score,order_swap_corruption_score,order_swap_region_score,no_article_corruption_score,no_article_region_score,no_modifier_corruption_score,no_modifier_region_score,no_numeral_corruption_score,no_numeral_region_score
36,-5.346734523773193,-5.327046871185303,-5.253078460693359,-5.15058708190918,-7.569183349609375,-7.569183349609375,-8.452526092529297,-10.446794509887695,-8.370159149169922,-8.370159149169922,-6.203977108001709,-8.071102142333984,-6.726459980010986,-9.298604965209961
37,-5.150264739990234,-5.06508731842041,-4.8601393699646,-4.36470890045166,-7.4975762367248535,-7.4975762367248535,-8.321187973022461,-10.271676063537598,-8.143893241882324,-8.143893241882324,-6.263754367828369,-8.160770416259766,-6.730558395385742,-9.31089973449707
38,-4.939520835876465,-4.784095287322998,-4.4386515617370605,-3.521733283996582,-7.4742817878723145,-7.4742817878723145,-8.32912826538086,-10.282262802124023,-7.847135066986084,-7.847135066986084,-6.032021999359131,-7.813170433044434,-6.703271389007568,-9.22903823852539
39,-4.324603080749512,-3.964204788208008,-3.208815574645996,-1.0620613098144531,-6.438344478607178,-6.438344478607178,-7.781044006347656,-9.551484107971191,-7.068599700927734,-7.068599700927734,-5.056967735290527,-6.350589275360107,-6.03893518447876,-7.236031532287598
40,-5.546875,-5.593900680541992,-5.653359413146973,-5.951148986816406,-7.67428731918335,-7.67428731918335,-8.597540855407715,-10.64014720916748,-8.612462043762207,-8.612462043762207,-6.409214496612549,-8.378959655761719,-6.639053821563721,-9.036386489868164
41,-6.102407455444336,-6.334611415863037,-6.764424800872803,-5.46714973449707,-8.161328315734863,-8.161328315734863,-8.726753234863281,-10.812430381774902,-9.633393287658691,-9.633393287658691,-6.756165027618408,-8.899385452270508,-6.726459980010986,-9.298604965209961
42,-6.1283440589904785,-6.369192600250244,-6.816298007965088,-5.570896148681641,-8.208327293395996,-8.208327293395996,-8.681136131286621,-10.751606941223145,-9.649250984191895,-9.649250984191895,-7.050047397613525,-9.340208053588867,-6.730558395385742,-9.31089973449707
43,-6.137305736541748,-6.381141662597656,-6.834221363067627,-5.606742858886719,-8.258560180664062,-8.258560180664062,-8.810489654541016,-10.924078941345215,-9.505997657775879,-9.505997657775879,-6.908623218536377,-9.128072738647461,-6.703271389007568,-9.22903823852539
44,-5.024801254272461,-4.897802829742432,-4.609212398529053,-1.1567249298095703,-6.946549892425537,-6.946549892425537,-8.023646354675293,-9.874954223632812,-8.147403717041016,-8.147403717041016,-5.573127746582031,-7.1248297691345215,-6.03893518447876,-7.236031532287598
45,-6.32093620300293,-6.625982284545898,-7.201481819152832,-6.341264247894287,-8.047311782836914,-8.047311782836914,-8.697707176208496,-10.773701667785645,-9.753593444824219,-9.753593444824219,-7.213296413421631,-9.585082054138184,-6.639053821563721,-9.036386489868164
46,-6.251011371612549,-7.511440753936768,-5.504768371582031,-4.080850601196289,-7.345022201538086,-7.345022201538086,-8.396544456481934,-10.372152328491211,-8.603093147277832,-8.603093147277832,-6.017803192138672,-7.791841983795166,-7.506145477294922,-8.523923873901367
47,-5.825467109680176,-6.9440484046936035,-4.653680324554443,-2.3786745071411133,-7.0820794105529785,-7.0820794105529785,-8.005935668945312,-9.851340293884277,-8.409476280212402,-8.409476280212402,-5.7850775718688965,-7.442753314971924,-7.41150426864624,-8.24000072479248
48,-5.694646835327148,-6.7696213722229,-4.3920392990112305,-1.8553924560546875,-6.88609504699707,-6.88609504699707,-7.870613098144531,-9.670909881591797,-8.141823768615723,-8.141823768615723,-5.660392761230469,-7.255727291107178,-7.064877986907959,-7.20012092590332
49,-5.548097133636475,-6.574222087860107,-4.098939895629883,-1.2691936492919922,-6.389186859130859,-6.389186859130859,-7.494449138641357,-9.169358253479004,-7.885359287261963,-7.885359287261963,-5.252097129821777,-6.643283367156982,-6.630031108856201,-5.895581245422363
50,-6.710710525512695,-8.124373435974121,-6.424166679382324,-5.919647216796875,-7.6640849113464355,-7.6640849113464355,-8.692900657653809,-10.767292976379395,-9.160931587219238,-9.160931587219238,-6.227005481719971,-8.105646133422852,-7.77824068069458,-9.340210914611816
51,-5.848527908325195,-6.974796295166016,-4.699800491333008,-4.457533836364746,-7.561066150665283,-7.561066150665283,-8.875295639038086,-11.010486602783203,-8.37934398651123,-8.37934398651123,-6.203977108001709,-8.071102142333984,-7.506145477294922,-8.523923873901367
52,-5.554688453674316,-6.583010196685791,-4.11212158203125,-3.2821760177612305,-7.497015476226807,-7.497015476226807,-8.569015502929688,-10.602112770080566,-8.303492546081543,-8.303492546081543,-6.263754367828369,-8.160770416259766,-7.41150426864624,-8.24000072479248
53,-5.399056434631348,-6.3755011558532715,-3.800858497619629,-2.6596498489379883,-7.329599857330322,-7.329599857330322,-8.449479103088379,-10.442730903625488,-7.934285640716553,-7.934285640716553,-6.032021999359131,-7.813170433044434,-7.064877986907959,-7.20012092590332
54,-4.850070953369141,-5.643520355224609,-2.702887535095215,-0.46370792388916016,-6.712761402130127,-6.712761402130127,-8.036177635192871,-9.89166259765625,-7.219207763671875,-7.219207763671875,-5.056967735290527,-6.350589275360107,-6.630031108856201,-5.895581245422363
55,-6.15535831451416,-7.383903503417969,-5.313462257385254,-5.684857368469238,-7.85632848739624,-7.85632848739624,-9.156481742858887,-11.385401725769043,-8.654003143310547,-8.654003143310547,-6.409214496612549,-8.378959655761719,-7.77824068069458,-9.340210914611816
56,-6.92064094543457,-8.404280662536621,-6.844027519226074,-5.386482238769531,-7.9100341796875,-7.9100341796875,-8.603850364685059,-10.6485595703125,-9.71126937866211,-9.71126937866211,-6.756165027618408,-8.899385452270508,-7.506145477294922,-8.523923873901367
57,-6.85528039932251,-8.317132949829102,-6.713306427001953,-5.125040054321289,-8.018402099609375,-8.018402099609375,-8.50479507446289,-10.516485214233398,-9.745784759521484,-9.745784759521484,-7.050047397613525,-9.340208053588867,-7.41150426864624,-8.24000072479248
58,-6.838029384613037,-8.2941312789917,-6.678804397583008,-5.056035995483398,-7.8378071784973145,-7.8378071784973145,-8.407018661499023,-10.386116981506348,-9.578153610229492,-9.578153610229492,-6.908623218536377,-9.128072738647461,-7.064877986907959,-7.20012092590332
59,-5.894526958465576,-7.036128520965576,-4.791799545288086,-1.2820262908935547,-7.086555480957031,-7.086555480957031,-7.881379127502441,-9.685264587402344,-8.390463829040527,-8.390463829040527,-5.573127746582031,-7.1248297691345215,-6.630031108856201,-5.895581245422363
60,-7.263477802276611,-8.861395835876465,-7.529701232910156,-6.7578301429748535,-8.190462112426758,-8.190462112426758,-8.902466773986816,-11.046714782714844,-10.102846145629883,-10.102846145629883,-7.213296413421631,-9.585082054138184,-7.77824068069458,-9.340210914611816
61,-5.878076553344727,-7.014194488525391,-5.427085876464844,-3.031797409057617,-7.477480411529541,-7.477480411529541,-8.313838958740234,-10.26187801361084,-8.711207389831543,-8.711207389831543,-6.017803192138672,-7.791841983795166,-7.498203754425049,-9.836471557617188
62,-5.722023010253906,-6.80612325668335,-5.114978790283203,-2.4075822830200195,-7.5991973876953125,-7.5991973876953125,-8.23154067993164,-10.152146339416504,-8.817185401916504,-8.817185401916504,-5.7850775718688965,-7.442753314971924,-7.511284351348877,-9.875713348388672
63,-5.488183498382568,-6.49433708190918,-4.647299766540527,-1.4722251892089844,-7.171240329742432,-7.171240329742432,-8.05996322631836,-9.923376083374023,-8.488524436950684,-8.488524436950684,-5.660392761230469,-7.255727291107178,-6.963685512542725,-8.232914924621582
64,-5.483059883117676,-6.4875054359436035,-4.637053489685059,-1.4517316818237305,-6.684543609619141,-6.684543609619141,-7.667160987854004,-9.399640083312988,-8.337020874023438,-8.337020874023438,-5.252097129821777,-6.643283367156982,-6.511868000030518,-6.877464771270752
65,-6.205307960510254,-7.450502872467041,-6.081548690795898,-4.340723037719727,-7.636617660522461,-7.636617660522461,-8.50759220123291,-10.520215034484863,-9.266316413879395,-9.266316413879395,-6.227005481719971,-8.105646133422852,-7.2096848487854,-8.970914840698242
66,-5.524362564086914,-6.542575836181641,-4.7196574211120605,-3.976978302001953,-7.9693450927734375,-7.9693450927734375,-8.44287109375,-10.433920860290527,-8.335991859436035,-8.335991859436035,-6.203977108001709,-8.071102142333984,-7.498203754425049,-9.836471557617188
67,-5.514665603637695,-6.529645919799805,-4.700263023376465,-3.9381895065307617,-8.190369606018066,-8.190369606018066,-8.466987609863281,-10.466075897216797,-8.6751070022583,-8.6751070022583,-6.263754367828369,-8.160770416259766,-7.511284351348877,-9.875713348388672
68,-5.226886749267578,-6.145940780639648,-4.1247053146362305,-2.787074089050293,-7.807663440704346,-7.807663440704346,-8.29323673248291,-10.234408378601074,-8.26760196685791,-8.26760196685791,-6.032021999359131,-7.813170433044434,-6.963685512542725,-8.232914924621582
69,-4.715043067932129,-5.4634833335876465,-3.1010184288024902,-0.7397003173828125,-7.142150402069092,-7.142150402069092,-7.771642684936523,-9.538949012756348,-7.499642848968506,-7.499642848968506,-5.056967735290527,-6.350589275360107,-6.511868000030518,-6.877464771270752
70,-5.7786545753479,-6.881631374359131,-5.228241443634033,-4.994146347045898,-7.998771667480469,-7.998771667480469,-8.568161964416504,-10.600974082946777,-8.691935539245605,-8.691935539245605,-6.409214496612549,-8.378959655761719,-7.2096848487854,-8.970914840698242
71,-6.341759204864502,-7.6324381828308105,-6.354450702667236,-4.75578498840332,-8.278827667236328,-8.278827667236328,-8.422224044799805,-10.406391143798828,-9.594955444335938,-9.594955444335938,-6.756165027618408,-8.899385452270508,-7.498203754425049,-9.836471557617188
72,-6.523476600646973,-7.874727725982666,-6.717885971069336,-5.4826555252075195,-8.549128532409668,-8.549128532409668,-8.5538911819458,-10.581947326660156,-9.918229103088379,-9.918229103088379,-7.050047397613525,-9.340208053588867,-7.511284351348877,-9.875713348388672
73,-6.445285797119141,-7.770473480224609,-6.5615034103393555,-5.169890403747559,-8.202205657958984,-8.202205657958984,-8.39126205444336,-10.36510944366455,-9.729804992675781,-9.729804992675781,-6.908623218536377,-9.128072738647461,-6.963685512542725,-8.232914924621582
74,-5.446074485778809,-6.438191890716553,-4.56308126449585,-1.1730461120605469,-7.121009826660156,-7.121009826660156,-7.622811794281006,-9.340508460998535,-8.48822021484375,-8.48822021484375,-5.573127746582031,-7.1248297691345215,-6.511868000030518,-6.877464771270752
75,-6.58135986328125,-7.951905727386475,-6.833652496337891,-5.714188098907471,-8.175639152526855,-8.175639152526855,-8.492218971252441,-10.499717712402344,-9.83602237701416,-9.83602237701416,-7.213296413421631,-9.585082054138184,-7.2096848487854,-8.970914840698242
76,-5.374719619750977,-6.343051910400391,-5.453601837158203,-3.9362688064575195,-7.535247802734375,-7.535247802734375,-8.529330253601074,-10.549199104309082,-7.928070068359375,-7.928070068359375,-6.017803192138672,-7.791841983795166,-6.456207275390625,-8.776939392089844
77,-5.240988731384277,-6.164743900299072,-5.186139106750488,-3.40134334564209,-7.456407070159912,-7.456407070159912,-8.302844047546387,-10.247217178344727,-7.753659725189209,-7.753659725189209,-5.7850775718688965,-7.442753314971924,-6.4234466552734375,-8.678657531738281
78,-5.060930252075195,-5.924665927886963,-4.826022148132324,-2.6811094284057617,-7.08172607421875,-7.08172607421875,-8.082808494567871,-9.953837394714355,-7.567984104156494,-7.567984104156494,-5.660392761230469,-7.255727291107178,-6.051595211029053,-7.563102722167969
79,-4.961540222167969,-5.7921462059021,-4.627242088317871,-2.283550262451172,-6.641656398773193,-6.641656398773193,-7.688374996185303,-9.427926063537598,-7.327886581420898,-7.327886581420898,-5.252097129821777,-6.643283367156982,-5.740886688232422,-6.630977630615234
80,-5.893787384033203,-7.035142421722412,-6.49173641204834,-6.012538909912109,-8.13036060333252,-8.13036060333252,-8.955975532531738,-11.118060111999512,-8.54387378692627,-8.54387378692627,-6.227005481719971,-8.105646133422852,-6.939172744750977,-10.225836753845215
81,-5.067621231079102,-5.933587551116943,-4.839404106140137,-4.6531782150268555,-7.664058208465576,-7.664058208465576,-8.619033813476562,-10.668804168701172,-7.466707706451416,-7.466707706451416,-6.203977108001709,-8.071102142333984,-6.456207275390625,-8.776939392089844
82,-5.104612350463867,-5.982908725738525,-4.913385391235352,-4.801140785217285,-7.768243312835693,-7.768243312835693,-8.491033554077148,-10.498136520385742,-7.555203914642334,-7.555203914642334,-6.263754367828369,-8.160770416259766,-6.4234466552734375,-8.678657531738281
83,-4.915530204772949,-5.730799198150635,-4.535221099853516,-4.044812202453613,-7.447947025299072,-7.447947025299072,-8.313820838928223,-10.261853218078613,-7.252007961273193,-7.252007961273193,-6.032021999359131,-7.813170433044434,-6.051595211029053,-7.563102722167969
84,-4.392305374145508,-5.033166408538818,-3.4887726306915283,-1.9519147872924805,-6.870845317840576,-6.870845317840576,-7.937255382537842,-9.759766578674316,-6.517764568328857,-6.517764568328857,-5.056967735290527,-6.350589275360107,-5.740886688232422,-6.630977630615234
85,-5.4621806144714355,-6.459666728973389,-5.628522872924805,-6.231414794921875,-8.241066932678223,-8.241066932678223,-9.039066314697266,-11.22884750366211,-7.902628421783447,-7.902628421783447,-6.409214496612549,-8.378959655761719,-6.939172744750977,-10.225836753845215
86,-6.319674015045166,-7.602991104125977,-7.343509674072266,-5.157581329345703,-8.5109281539917,-8.5109281539917,-8.850807189941406,-10.97783374786377,-9.0552339553833,-9.0552339553833,-6.756165027618408,-8.899385452270508,-6.456207275390625,-8.776939392089844
87,-6.407793998718262,-7.720484256744385,-7.519750118255615,-5.510062217712402,-8.706416130065918,-8.706416130065918,-8.884125709533691,-11.022259712219238,-9.206681251525879,-9.206681251525879,-7.050047397613525,-9.340208053588867,-6.4234466552734375,-8.678657531738281
88,-6.329946517944336,-7.616687774658203,-7.3640546798706055,-5.198671340942383,-8.397738456726074,-8.397738456726074,-8.725558280944824,-10.810836791992188,-9.082108497619629,-9.082108497619629,-6.908623218536377,-9.128072738647461,-6.051595211029053,-7.563102722167969
89,-5.405731201171875,-6.384400844573975,-5.515624046325684,-1.501810073852539,-7.716018199920654,-7.716018199920654,-8.190805435180664,-10.097832679748535,-7.803114414215088,-7.803114414215088,-5.573127746582031,-7.1248297691345215,-5.740886688232422,-6.630977630615234
90,-6.595044136047363,-7.970151424407959,-7.89424991607666,-6.25906229019165,-8.993240356445312,-8.993240356445312,-9.293609619140625,-11.568238258361816,-9.21416187286377,-9.21416187286377,-7.213296413421631,-9.585082054138184,-6.939172744750977,-10.225836753845215
91,-6.030226707458496,-7.217061519622803,-4.988157272338867,-3.1088294982910156,-7.995110034942627,-7.995110034942627,-8.011492729187012,-9.858749389648438,-8.513681411743164,-8.513681411743164,-6.017803192138672,-7.791841983795166,-7.522525787353516,-8.42298412322998
92,-5.942909240722656,-7.100637912750244,-4.8135223388671875,-2.7595596313476562,-8.053545951843262,-8.053545951843262,-7.918341159820557,-9.73454761505127,-8.516633033752441,-8.516633033752441,-5.7850775718688965,-7.442753314971924,-7.625087261199951,-8.730667114257812
93,-5.707592964172363,-6.7868828773498535,-4.342889785766602,-1.8182945251464844,-7.555257320404053,-7.555257320404053,-7.686816215515137,-9.425847053527832,-8.183281898498535,-8.183281898498535,-5.660392761230469,-7.255727291107178,-7.144485950469971,-7.2888641357421875
94,-5.651973724365234,-6.712724208831787,-4.231651782989502,-1.5958185195922852,-7.2776055335998535,-7.2776055335998535,-7.41227388381958,-9.05979061126709,-7.981246471405029,-7.981246471405029,-5.252097129821777,-6.643283367156982,-6.910868167877197,-6.588011264801025
95,-6.296465873718262,-7.572046756744385,-5.520636081695557,-4.1737871170043945,-7.834934234619141,-7.834934234619141,-7.941293716430664,-9.765151023864746,-8.881043434143066,-8.881043434143066,-6.227005481719971,-8.105646133422852,-6.8546905517578125,-6.419476509094238
96,-6.089388847351074,-7.2959442138671875,-5.106482028961182,-3.932652473449707,-8.207571983337402,-8.207571983337402,-8.257603645324707,-10.186897277832031,-8.757213592529297,-8.757213592529297,-6.203977108001709,-8.071102142333984,-7.522525787353516,-8.42298412322998
97,-6.1468000411987305,-7.37249231338501,-5.221304416656494,-4.162297248840332,-8.41319751739502,-8.41319751739502,-8.296552658081055,-10.238829612731934,-8.906124114990234,-8.906124114990234,-6.263754367828369,-8.160770416259766,-7.625087261199951,-8.730667114257812
98,-5.916999816894531,-7.066092014312744,-4.7617034912109375,-3.2430953979492188,-7.979923248291016,-7.979923248291016,-8.060410499572754,-9.923973083496094,-8.535906791687012,-8.535906791687012,-6.032021999359131,-7.813170433044434,-7.144485950469971,-7.2888641357421875
99,-5.406693458557129,-6.385683536529541,-3.7410902976989746,-1.201869010925293,-7.522101879119873,-7.522101879119873,-7.655004978179932,-9.383432388305664,-7.7609405517578125,-7.7609405517578125,-5.056967735290527,-6.350589275360107,-6.910868167877197,-6.588011264801025
100,-6.327404975891113,-7.6132988929748535,-5.582513809204102,-4.884716033935547,-8.027628898620605,-8.027628898620605,-8.128486633300781,-10.014741897583008,-8.834830284118652,-8.834830284118652,-6.409214496612549,-8.378959655761719,-6.8546905517578125,-6.419476509094238
101,-6.923640727996826,-8.408280372619629,-6.774985313415527,-5.232574462890625,-8.56954574584961,-8.56954574584961,-8.485904693603516,-10.491299629211426,-9.95469856262207,-9.95469856262207,-6.756165027618408,-8.899385452270508,-7.522525787353516,-8.42298412322998
102,-7.091742038726807,-8.632414817810059,-7.111187934875488,-5.904979705810547,-8.754796028137207,-8.754796028137207,-8.55549430847168,-10.584084510803223,-10.193541526794434,-10.193541526794434,-7.050047397613525,-9.340208053588867,-7.625087261199951,-8.730667114257812
103,-6.973346710205078,-8.474555015563965,-6.874396800994873,-5.431397438049316,-8.39780044555664,-8.39780044555664,-8.37849235534668,-10.348081588745117,-9.933903694152832,-9.933903694152832,-6.908623218536377,-9.128072738647461,-7.144485950469971,-7.2888641357421875
104,-5.874932289123535,-7.010002136230469,-4.677567958831787,-1.0377397537231445,-7.818048000335693,-7.818048000335693,-7.897223472595215,-9.706390380859375,-8.54275131225586,-8.54275131225586,-5.573127746582031,-7.1248297691345215,-6.910868167877197,-6.588011264801025
105,-7.018993377685547,-8.535416603088379,-6.965690612792969,-5.613985061645508,-8.247881889343262,-8.247881889343262,-8.238454818725586,-10.161365509033203,-9.952040672302246,-9.952040672302246,-7.213296413421631,-9.585082054138184,-6.8546905517578125,-6.419476509094238
