idx,good,order_swap,no_article,no_modifier,noun_number
149,-7.015324115753174,-9.201078414916992,-8.092673301696777,-8.225439071655273,-8.51725959777832
150,-6.081027507781982,-7.233880996704102,-5.839530944824219,-7.138582229614258,-7.315414905548096
151,-6.203087329864502,-8.610845565795898,-7.852413177490234,-7.473850250244141,-7.765653610229492
152,-7.2462544441223145,-8.469659805297852,-8.890961647033691,-7.692644119262695,-8.011116981506348
153,-7.771053791046143,-9.419140815734863,-10.569411277770996,-8.916671752929688,-8.390970230102539
154,-8.50660228729248,-9.776083946228027,-10.010411262512207,-7.692644119262695,-9.576861381530762
155,-8.504916191101074,-8.373615264892578,-8.69997501373291,-9.091329574584961,-10.221714973449707
156,-10.444856643676758,-10.780390739440918,-9.276164054870605,-10.679195404052734,-10.55241870880127
157,-6.042355060577393,-7.5506062507629395,-6.372304916381836,-7.138582229614258,-7.800172805786133
158,-8.166616439819336,-9.233030319213867,-8.789872169494629,-10.051687240600586,-8.74074649810791
159,-5.058903217315674,-8.048913955688477,-8.797689437866211,-6.690671920776367,-6.546159744262695
160,-6.916999816894531,-6.933177947998047,-6.596426010131836,-9.60738754272461,-7.154391288757324
161,-6.432252883911133,-8.762800216674805,-8.241692543029785,-8.045827865600586,-7.839803695678711
162,-6.310394763946533,-7.701984882354736,-6.989524841308594,-7.138582229614258,-7.709875106811523
163,-4.969395160675049,-7.02189302444458,-7.515561580657959,-6.3292999267578125,-6.291721820831299
164,-4.9490275382995605,-8.015840530395508,-8.306610107421875,-7.433559417724609,-6.93619966506958
165,-5.05057954788208,-7.804722309112549,-8.204867362976074,-7.585075378417969,-6.313643932342529
166,-8.141776084899902,-8.384132385253906,-7.610462665557861,-8.25370979309082,-8.732654571533203
167,-5.05057954788208,-7.804722309112549,-8.204867362976074,-7.585075378417969,-6.313643932342529
168,-5.394899368286133,-7.221612930297852,-7.844846725463867,-6.313592910766602,-6.549142837524414
169,-5.394899368286133,-7.221612930297852,-7.844846725463867,-6.313592910766602,-6.549142837524414
170,-7.05704927444458,-8.770014762878418,-8.292299270629883,-6.580114364624023,-8.162793159484863
171,-5.891055107116699,-6.844003200531006,-7.467966079711914,-5.631976127624512,-6.618985176086426
172,-7.745291233062744,-9.120314598083496,-9.31496810913086,-6.049894332885742,-8.790099143981934
173,-8.629876136779785,-9.279841423034668,-10.295838356018066,-8.878149032592773,-7.185610294342041
174,-5.949613571166992,-6.435046672821045,-5.412407875061035,-6.1925201416015625,-7.033666610717773
175,-5.5026774406433105,-7.28817892074585,-5.308692455291748,-7.897205352783203,-6.176611423492432
176,-7.946705341339111,-9.543782234191895,-11.0189847946167,-9.616962432861328,-9.065489768981934
177,-7.023809432983398,-9.26770305633545,-8.758713722229004,-8.934516906738281,-8.7100248336792
178,-7.766852855682373,-9.17595100402832,-8.880776405334473,-8.671810150146484,-8.474451065063477
179,-6.609914779663086,-7.702927112579346,-6.81875467300415,-6.845693588256836,-7.88252067565918
180,-5.942129135131836,-6.294347763061523,-5.635292053222656,-6.0284271240234375,-6.796558856964111
181,-6.926479816436768,-9.079052925109863,-8.533061027526855,-8.019514083862305,-8.70262336730957
182,-6.786224842071533,-7.5132060050964355,-7.609208106994629,-7.294578552246094,-7.586759567260742
183,-7.166195392608643,-7.936363697052002,-6.849464416503906,-6.890508651733398,-8.102147102355957
184,-4.940345287322998,-7.53593635559082,-7.8216423988342285,-7.031742095947266,-6.933893203735352
185,-6.481663227081299,-7.774541854858398,-7.481612205505371,-6.108798980712891,-7.124460220336914
186,-6.270853042602539,-8.892038345336914,-9.531128883361816,-8.345991134643555,-7.545536518096924
187,-5.058903217315674,-8.048913955688477,-8.797689437866211,-6.690671920776367,-6.546159744262695
188,-7.986905574798584,-9.29343318939209,-8.651691436767578,-6.030544281005859,-8.891349792480469
189,-6.853681564331055,-8.51904582977295,-7.989242076873779,-7.482204437255859,-8.191094398498535
190,-7.159220218658447,-7.5007195472717285,-7.057777404785156,-8.272939682006836,-8.260528564453125
191,-6.464668273925781,-6.1527934074401855,-6.763681411743164,-5.50022029876709,-7.786501407623291
192,-9.909867286682129,-10.135954856872559,-9.417638778686523,-11.651996612548828,-10.598885536193848
193,-7.430957317352295,-7.002208232879639,-6.752840042114258,-7.510932922363281,-8.045390129089355
194,-7.205575942993164,-8.73173713684082,-8.564335823059082,-7.571359634399414,-8.320645332336426
195,-7.156431674957275,-8.274129867553711,-7.055393218994141,-7.330434322357178,-9.512770652770996
196,-6.609914779663086,-7.702927112579346,-6.81875467300415,-6.845693588256836,-7.88252067565918
197,-4.694838523864746,-5.1478190422058105,-5.481198310852051,-4.570592880249023,-5.629601001739502
198,-6.236152172088623,-9.562872886657715,-9.64614200592041,-7.433559417724609,-7.966140270233154
199,-7.023809432983398,-9.26770305633545,-8.758713722229004,-8.934516906738281,-8.7100248336792
200,-6.081027507781982,-7.233880996704102,-5.839530944824219,-7.138582229614258,-7.315414905548096
201,-6.324235916137695,-7.394141674041748,-7.6248626708984375,-6.832513809204102,-6.980544567108154
202,-4.951777935028076,-6.089890003204346,-6.0301127433776855,-4.913321495056152,-5.885315418243408
203,-4.547980308532715,-5.980807304382324,-5.154615879058838,-4.234460830688477,-5.279477119445801
204,-5.653640270233154,-8.1843843460083,-8.523399353027344,-7.4451446533203125,-6.571306228637695
205,-6.322580337524414,-9.990330696105957,-10.612977027893066,-7.498189926147461,-5.988846302032471
206,-4.940345287322998,-7.53593635559082,-7.8216423988342285,-7.031742095947266,-6.933893203735352
207,-5.714052677154541,-6.392367362976074,-6.330012321472168,-5.763001441955566,-6.323305606842041
208,-7.139575481414795,-9.00904369354248,-7.773022651672363,-8.20323371887207,-9.006855964660645
209,-9.333338737487793,-8.286161422729492,-9.160449028015137,-8.531560897827148,-9.435858726501465
210,-8.72181510925293,-10.300110816955566,-8.748613357543945,-9.431304931640625,-9.054131507873535
211,-9.466402053833008,-9.78046703338623,-10.37567138671875,-10.569345474243164,-9.86108112335205
212,-8.931920051574707,-9.03569507598877,-9.58344554901123,-10.380615234375,-9.187904357910156
213,-4.969395160675049,-7.02189302444458,-7.515561580657959,-6.3292999267578125,-6.291721820831299
214,-7.583065509796143,-9.066329002380371,-8.498457908630371,-8.482643127441406,-8.733519554138184
215,-9.237894058227539,-8.927506446838379,-9.761677742004395,-9.1510009765625,-9.19983196258545
216,-8.072318077087402,-9.87114429473877,-10.443375587463379,-10.101922988891602,-8.07934284210205
217,-7.723260879516602,-9.088812828063965,-8.785262107849121,-8.650489807128906,-8.753470420837402
218,-7.361881732940674,-8.168940544128418,-7.391053199768066,-7.216468811035156,-7.831435680389404
219,-5.394899368286133,-7.221612930297852,-7.844846725463867,-6.313592910766602,-6.549142837524414
220,-5.394899368286133,-7.221612930297852,-7.844846725463867,-6.313592910766602,-6.549142837524414
221,-7.451472759246826,-9.039937973022461,-8.619120597839355,-8.62348747253418,-8.662674903869629
222,-6.120788097381592,-8.828963279724121,-8.891914367675781,-7.236583709716797,-7.762544631958008
223,-7.573957443237305,-8.617475509643555,-8.550858497619629,-8.683204650878906,-8.23676872253418
224,-7.659059524536133,-9.331338882446289,-9.544512748718262,-8.960420608520508,-8.64769458770752
225,-6.258485317230225,-7.612391948699951,-7.898965835571289,-8.987060546875,-6.809964656829834
226,-6.081296920776367,-7.694395065307617,-6.997901916503906,-7.474504470825195,-7.690908432006836
227,-6.432252883911133,-8.762800216674805,-8.241692543029785,-8.045827865600586,-7.839803695678711
228,-6.43656587600708,-9.121647834777832,-9.381721496582031,-9.36614990234375,-7.757692337036133
229,-8.639466285705566,-10.100275993347168,-9.482426643371582,-7.912675857543945,-9.393387794494629
230,-8.325440406799316,-10.53071117401123,-8.459929466247559,-8.045827865600586,-8.640393257141113
231,-6.755264759063721,-7.841915607452393,-7.6580095291137695,-7.666234970092773,-7.822800159454346
232,-6.468521595001221,-7.8641743659973145,-7.162803649902344,-7.847173690795898,-8.00606632232666
233,-6.072580337524414,-8.730508804321289,-9.47114086151123,-8.10173225402832,-7.250492572784424
234,-5.252191543579102,-8.334929466247559,-8.621742248535156,-7.820163726806641,-6.763485431671143
235,-7.909142017364502,-9.127531051635742,-7.560878753662109,-10.708290100097656,-8.842440605163574
236,-7.501871109008789,-9.256060600280762,-8.654650688171387,-8.722358703613281,-8.10914421081543
237,-5.923267841339111,-8.232596397399902,-8.319405555725098,-6.270589828491211,-7.104237079620361
238,-6.901501655578613,-7.851712226867676,-7.003416061401367,-6.348627090454102,-7.245587348937988
239,-7.29405403137207,-7.72837495803833,-7.384922981262207,-7.466775894165039,-7.944280624389648
240,-6.468217372894287,-7.443739414215088,-7.544792652130127,-6.967502593994141,-9.827290534973145
241,-6.921136856079102,-7.798000812530518,-7.70147705078125,-7.161930084228516,-7.441311359405518
242,-9.226326942443848,-9.935515403747559,-10.529546737670898,-8.10476303100586,-9.977587699890137
243,-6.310394763946533,-7.701984882354736,-6.989524841308594,-7.138582229614258,-7.709875106811523
244,-6.438161849975586,-8.477478981018066,-6.229823112487793,-7.176675796508789,-7.506382465362549
245,-7.810718059539795,-8.19267463684082,-6.848749160766602,-7.654712677001953,-8.481206893920898
246,-4.969395160675049,-7.02189302444458,-7.515561580657959,-6.3292999267578125,-6.291721820831299
247,-6.766025066375732,-7.400359630584717,-8.434551239013672,-6.3292999267578125,-7.981077194213867
248,-8.694344520568848,-10.670692443847656,-10.57030200958252,-8.409542083740234,-8.6659517288208
249,-5.947333812713623,-7.780061721801758,-8.097050666809082,-7.137870788574219,-7.025491714477539
250,-7.985366344451904,-8.242894172668457,-8.660826683044434,-7.628330230712891,-8.571850776672363
251,-6.159124374389648,-8.071040153503418,-8.833794593811035,-8.256172180175781,-7.5225300788879395
252,-7.501871109008789,-9.256060600280762,-8.654650688171387,-8.722358703613281,-8.10914421081543
253,-8.551027297973633,-10.734807014465332,-9.924577713012695,-9.95184326171875,-9.385705947875977
254,-6.639493465423584,-6.794471740722656,-6.513082504272461,-6.208589553833008,-7.717737674713135
255,-6.159124374389648,-8.071040153503418,-8.833794593811035,-8.256172180175781,-7.5225300788879395
256,-7.058815002441406,-8.408287048339844,-8.636449813842773,-7.539238929748535,-7.644715785980225
257,-4.949023723602295,-8.015844345092773,-8.306619644165039,-7.4335432052612305,-6.936201095581055
258,-6.813479900360107,-8.431233406066895,-7.614211082458496,-7.683384895324707,-8.356608390808105
259,-6.970173358917236,-7.714794635772705,-7.337357521057129,-6.028420448303223,-7.715377330780029
260,-6.63424825668335,-6.743885517120361,-7.188462257385254,-5.57016658782959,-7.984546661376953
261,-8.509612083435059,-9.824591636657715,-10.45986270904541,-8.341797828674316,-8.633055686950684
262,-7.820335865020752,-9.207039833068848,-10.106284141540527,-7.820155143737793,-8.810461044311523
263,-6.688643932342529,-8.066560745239258,-7.519767761230469,-6.50899600982666,-7.6297526359558105
264,-7.595931529998779,-8.73073673248291,-8.62424373626709,-7.321316719055176,-8.616353034973145
265,-7.0627970695495605,-8.56003475189209,-8.43199634552002,-7.014834403991699,-7.313427448272705
266,-6.451654434204102,-10.394704818725586,-10.40837574005127,-8.228060722351074,-8.433900833129883
267,-6.48017692565918,-8.467785835266113,-7.231999397277832,-7.635785102844238,-7.6966938972473145
268,-7.659061908721924,-9.331328392028809,-9.544507026672363,-8.960419654846191,-8.647699356079102
269,-6.0891194343566895,-7.2159953117370605,-7.317721366882324,-7.163640022277832,-7.148654460906982
270,-5.095880508422852,-6.027483940124512,-6.094142436981201,-4.76339864730835,-5.716658592224121
271,-6.648108959197998,-8.333715438842773,-8.344083786010742,-8.169710159301758,-7.663875102996826
272,-7.915517330169678,-7.746650695800781,-6.95775842666626,-8.006202697753906,-8.45057487487793
273,-9.091331481933594,-9.11458969116211,-10.43004035949707,-10.330364227294922,-9.574920654296875
274,-7.024150848388672,-7.620264530181885,-7.363292694091797,-6.819657325744629,-8.405929565429688
275,-5.990128040313721,-6.2824225425720215,-5.952512264251709,-6.235326766967773,-6.431022644042969
276,-8.426553726196289,-10.536128044128418,-9.847180366516113,-8.671809196472168,-9.145265579223633
277,-6.203097820281982,-8.610848426818848,-7.852416515350342,-7.473855018615723,-7.765666484832764
278,-6.387817859649658,-7.0001540184021,-7.7981276512146,-8.093628883361816,-7.04442834854126
279,-6.104167461395264,-6.931821823120117,-5.422319412231445,-6.759707450866699,-7.129906177520752
280,-6.58540678024292,-9.176348686218262,-9.47330379486084,-9.28458309173584,-7.527837753295898
281,-4.949023723602295,-8.015844345092773,-8.306619644165039,-7.4335432052612305,-6.936201095581055
282,-6.419933795928955,-7.765926837921143,-7.398806571960449,-8.256180763244629,-7.372086048126221
283,-7.895727634429932,-7.84906005859375,-8.428993225097656,-6.513096809387207,-8.204058647155762
284,-6.9366912841796875,-7.663873195648193,-7.492210388183594,-6.635660648345947,-7.438199043273926
285,-6.849095344543457,-7.264434814453125,-7.15890645980835,-6.083766460418701,-7.062870979309082
286,-5.058899402618408,-8.048914909362793,-8.797688484191895,-6.690672874450684,-6.546153545379639
287,-8.608999252319336,-8.28078556060791,-9.774624824523926,-8.534136772155762,-7.620337009429932
288,-8.79936408996582,-9.74382495880127,-9.745223045349121,-8.353781700134277,-8.993432998657227
289,-9.959630012512207,-10.782382011413574,-10.225972175598145,-10.104376792907715,-10.406888961791992
290,-7.793127059936523,-9.673617362976074,-10.055310249328613,-10.291720390319824,-8.481888771057129
291,-4.949023723602295,-8.015844345092773,-8.306619644165039,-7.4335432052612305,-6.936201095581055
292,-5.0505757331848145,-7.8047261238098145,-8.204878807067871,-7.585066795349121,-6.3136372566223145
293,-7.11577033996582,-8.751175880432129,-8.463898658752441,-6.513096809387207,-8.056004524230957
294,-7.977092266082764,-7.3766703605651855,-7.932168006896973,-6.832510948181152,-7.538042068481445
