idx,preposition,embedding,pipp_filler_gap,pp_no_filler_no_gap,filler_no_gap,no_filler_gap
70,as,,4.631346702575684,12.734057426452637,15.686721801757812,3.575070858001709
71,as,,10.19603443145752,16.593393325805664,17.407880783081055,11.651111602783203
72,as,,13.985023498535156,13.58457088470459,9.440862655639648,17.009044647216797
73,as,,11.726421356201172,5.605676651000977,12.843256950378418,19.829307556152344
74,as,,13.650094985961914,12.9362211227417,10.317209243774414,19.70677947998047
75,as,,14.257587432861328,7.842309951782227,9.082797050476074,17.813528060913086
76,as,,7.196045875549316,8.287175178527832,7.983335494995117,7.849475383758545
77,as,,3.1905670166015625,10.24305534362793,12.277469635009766,3.5392212867736816
78,as,,1.6634602546691895,11.366110801696777,17.46263313293457,0.729041337966919
79,as,,0.2084539830684662,1.951785683631897,4.101651191711426,0.3780701458454132
80,as,,1.319395899772644,14.46579360961914,13.086894989013672,1.5532482862472534
81,as,,1.88926100730896,18.82851791381836,10.97730827331543,5.65764045715332
82,as,,1.975742220878601,13.513521194458008,12.088338851928711,6.852339267730713
83,as,,4.3082451820373535,10.177024841308594,12.11711597442627,10.443854331970215
84,as,,2.8717634677886963,15.554815292358398,12.863443374633789,12.13566780090332
85,as,,3.051973819732666,10.390438079833984,13.131901741027832,9.298840522766113
86,as,,5.475822925567627,13.840184211730957,17.047563552856445,8.203413009643555
87,as,,1.6913682222366333,14.191678047180176,18.781280517578125,6.472127914428711
88,as,,3.5841639041900635,11.486360549926758,15.895478248596191,10.803878784179688
89,as,,2.1914331912994385,11.268380165100098,14.547062873840332,12.527986526489258
90,as,,1.860263466835022,9.318510055541992,15.725526809692383,10.77639389038086
91,as,,10.737947463989258,17.59943389892578,17.977476119995117,15.325519561767578
92,as,,10.46699047088623,17.912391662597656,18.807395935058594,16.36165428161621
93,as,,9.232072830200195,11.917346954345703,12.290336608886719,14.137447357177734
94,as,,11.053107261657715,15.3923978805542,13.176237106323242,15.641307830810547
95,as,,10.93997859954834,13.407745361328125,13.434646606445312,16.874277114868164
96,as,,1.2577462196350098,14.983271598815918,20.66132926940918,2.019522190093994
97,as,,1.4519407749176025,11.17686939239502,13.541963577270508,5.0240397453308105
98,as,,1.6221073865890503,17.48383903503418,21.16269302368164,5.562827110290527
99,as,they said that we knew that,9.472253799438477,11.151002883911133,9.855690002441406,9.561156272888184
100,as,they said that we knew that,8.46858024597168,11.087757110595703,8.370035171508789,8.857816696166992
101,as,they said that we knew that,8.002327919006348,8.858927726745605,9.257983207702637,8.631437301635742
102,as,they said that we knew that,0.31722956895828247,14.588014602661133,13.952311515808105,0.3234044313430786
103,as,they said that we knew that,4.080958366394043,13.407855033874512,10.722537994384766,3.9993972778320312
104,as,they said that we knew that,15.057513236999512,16.097278594970703,15.309956550598145,16.10497283935547
105,as,they said that we knew that,17.056947708129883,9.427830696105957,8.467787742614746,16.915321350097656
106,as,they said that we knew that,18.063682556152344,5.227766036987305,4.168441295623779,19.69515609741211
107,as,they said that we knew that,17.20841407775879,9.966628074645996,9.500267028808594,17.92409324645996
108,as,they said that we knew that,17.7096004486084,7.7289276123046875,6.531818389892578,17.198177337646484
109,as,they said that we knew that,8.513531684875488,7.520534515380859,7.33548641204834,8.537394523620605
110,as,they said that we knew that,2.088843584060669,9.03596305847168,8.519277572631836,2.384873867034912
111,as,they said that we knew that,0.938051164150238,8.902119636535645,8.900864601135254,1.094899296760559
112,as,they said that we knew that,0.25732457637786865,2.641059160232544,2.830080509185791,0.3828306198120117
113,as,they said that we knew that,2.332260847091675,12.999544143676758,11.336347579956055,2.4245095252990723
114,as,they said that we knew that,5.05778694152832,16.89209747314453,13.336530685424805,8.06846809387207
115,as,they said that we knew that,5.386816024780273,14.597733497619629,9.885936737060547,10.761512756347656
116,as,they said that we knew that,10.441554069519043,10.003039360046387,9.378266334533691,12.1861572265625
117,as,they said that we knew that,10.092503547668457,14.618315696716309,11.469806671142578,11.4920072555542
118,as,they said that we knew that,6.975010871887207,10.40619945526123,6.454836368560791,11.282601356506348
119,as,they said that we knew that,9.738301277160645,15.587461471557617,14.98727798461914,11.399065017700195
120,as,they said that we knew that,9.546880722045898,11.165399551391602,10.120185852050781,10.364087104797363
121,as,they said that we knew that,8.872081756591797,10.523885726928711,8.143227577209473,10.93171215057373
122,as,they said that we knew that,12.196734428405762,12.08359432220459,9.084602355957031,12.60708236694336
123,as,they said that we knew that,4.704971790313721,8.520774841308594,7.521998405456543,10.395896911621094
124,as,they said that we knew that,15.263209342956543,15.948476791381836,11.708897590637207,16.308963775634766
125,as,they said that we knew that,17.116165161132812,14.924461364746094,13.860712051391602,17.32079315185547
126,as,they said that we knew that,14.67728042602539,12.689094543457031,10.485856056213379,15.171984672546387
127,as,they said that we knew that,16.15011215209961,12.57453441619873,8.860325813293457,16.725431442260742
128,as,they said that we knew that,16.064565658569336,12.77849292755127,11.684617042541504,17.060657501220703
129,as,they said that we knew that,3.4816222190856934,11.550267219543457,8.120376586914062,9.193658828735352
130,as,they said that we knew that,4.936942100524902,9.094475746154785,8.220660209655762,6.202547550201416
131,as,they said that we knew that,6.795290470123291,16.84121322631836,14.934775352478027,11.760068893432617
132,asas,,3.26895809173584,9.501433372497559,12.51611042022705,9.286138534545898
133,asas,,7.253628253936768,11.804316520690918,16.994384765625,8.662609100341797
134,asas,,2.158825397491455,12.786483764648438,13.710484504699707,8.638009071350098
135,asas,,0.6739243268966675,12.696314811706543,12.790253639221191,0.8814042210578918
136,asas,,5.147140979766846,12.734057426452637,16.829479217529297,3.575070858001709
137,asas,,10.153960227966309,16.593393325805664,11.923967361450195,11.651111602783203
138,asas,,12.153939247131348,13.58457088470459,14.40306568145752,17.009044647216797
139,asas,,11.631651878356934,5.605676651000977,12.407648086547852,19.829307556152344
140,asas,,12.348552703857422,12.9362211227417,10.999547958374023,19.70677947998047
141,asas,,11.87907600402832,7.842309951782227,12.977805137634277,17.813528060913086
142,asas,,5.429731845855713,8.287175178527832,11.88110637664795,7.849475383758545
143,asas,,3.712794542312622,10.24305534362793,15.482538223266602,3.5392212867736816
144,asas,,1.8823761940002441,11.366110801696777,17.934406280517578,0.729041337966919
145,asas,,0.11583100259304047,1.951785683631897,14.989859580993652,0.3780701458454132
146,asas,,2.136563777923584,14.46579360961914,17.097530364990234,1.5532482862472534
147,asas,,2.2987778186798096,18.82851791381836,13.04565143585205,5.65764045715332
148,asas,,1.9154078960418701,13.513521194458008,12.125948905944824,6.852339267730713
149,asas,,2.4769463539123535,10.177024841308594,7.789971828460693,10.443854331970215
150,asas,,1.3057472705841064,15.554815292358398,14.867050170898438,12.13566780090332
151,asas,,2.029654026031494,10.390438079833984,9.658551216125488,9.298840522766113
152,asas,,1.9599528312683105,13.840184211730957,16.801258087158203,8.203413009643555
153,asas,,1.6840320825576782,14.191678047180176,16.415498733520508,6.472127914428711
154,asas,,2.394141674041748,11.486360549926758,14.435073852539062,10.803878784179688
155,asas,,1.7453349828720093,11.268380165100098,13.695075035095215,12.527986526489258
156,asas,,1.7913272380828857,9.318510055541992,12.871219635009766,10.77639389038086
157,asas,,10.49203109741211,17.59943389892578,20.181556701660156,15.325519561767578
158,asas,,10.370570182800293,17.912391662597656,17.47931480407715,16.36165428161621
159,asas,,9.0963134765625,11.917346954345703,14.468077659606934,14.137447357177734
160,asas,,9.440465927124023,15.3923978805542,16.269020080566406,15.641307830810547
161,asas,,10.80997085571289,13.407745361328125,13.052156448364258,16.874277114868164
162,asas,,1.0178896188735962,14.983271598815918,19.042083740234375,2.019522190093994
163,asas,,0.8703697919845581,11.17686939239502,13.596976280212402,5.0240397453308105
164,asas,,1.4283751249313354,17.48383903503418,19.791004180908203,5.562827110290527
165,asas,they said that we knew that,8.76770305633545,11.151002883911133,7.930287837982178,9.561156272888184
166,asas,they said that we knew that,8.533971786499023,11.087757110595703,6.941824913024902,8.857816696166992
167,asas,they said that we knew that,7.838743686676025,8.858927726745605,10.432737350463867,8.631437301635742
168,asas,they said that we knew that,0.35371190309524536,14.588014602661133,13.474413871765137,0.3234044313430786
169,asas,they said that we knew that,4.253920555114746,13.407855033874512,12.019269943237305,3.9993972778320312
170,asas,they said that we knew that,12.67861557006836,16.097278594970703,13.378235816955566,16.10497283935547
171,asas,they said that we knew that,15.580098152160645,9.427830696105957,6.720289707183838,16.915321350097656
172,asas,they said that we knew that,17.737689971923828,5.227766036987305,3.3002727031707764,19.69515609741211
173,asas,they said that we knew that,16.359342575073242,9.966628074645996,6.722942352294922,17.92409324645996
174,asas,they said that we knew that,15.341039657592773,7.7289276123046875,6.5674147605896,17.198177337646484
175,asas,they said that we knew that,8.40489387512207,7.520534515380859,6.259354114532471,8.537394523620605
176,asas,they said that we knew that,2.458146572113037,9.03596305847168,7.408891677856445,2.384873867034912
177,asas,they said that we knew that,1.1014925241470337,8.902119636535645,7.7902913093566895,1.094899296760559
178,asas,they said that we knew that,0.15564292669296265,2.641059160232544,2.2076187133789062,0.3828306198120117
179,asas,they said that we knew that,2.2837533950805664,12.999544143676758,11.518775939941406,2.4245095252990723
180,asas,they said that we knew that,4.9254069328308105,16.89209747314453,13.42760181427002,8.06846809387207
181,asas,they said that we knew that,5.445328235626221,14.597733497619629,10.067187309265137,10.761512756347656
182,asas,they said that we knew that,7.665517330169678,10.003039360046387,8.289761543273926,12.1861572265625
183,asas,they said that we knew that,7.188225269317627,14.618315696716309,10.838814735412598,11.4920072555542
184,asas,they said that we knew that,6.286232948303223,10.40619945526123,6.7968974113464355,11.282601356506348
185,asas,they said that we knew that,7.192639350891113,15.587461471557617,14.420125961303711,11.399065017700195
186,asas,they said that we knew that,8.257434844970703,11.165399551391602,9.695199012756348,10.364087104797363
187,asas,they said that we knew that,6.977245330810547,10.523885726928711,7.764920234680176,10.93171215057373
188,asas,they said that we knew that,11.686355590820312,12.08359432220459,9.50537395477295,12.60708236694336
189,asas,they said that we knew that,4.313313961029053,8.520774841308594,6.9823527336120605,10.395896911621094
190,asas,they said that we knew that,12.835288047790527,15.948476791381836,12.438676834106445,16.308963775634766
191,asas,they said that we knew that,14.921896934509277,14.924461364746094,10.546152114868164,17.32079315185547
192,asas,they said that we knew that,12.158562660217285,12.689094543457031,9.692105293273926,15.171984672546387
193,asas,they said that we knew that,13.184988021850586,12.57453441619873,7.4354400634765625,16.725431442260742
194,asas,they said that we knew that,13.880425453186035,12.77849292755127,10.49306583404541,17.060657501220703
195,asas,they said that we knew that,3.0891056060791016,11.550267219543457,8.56564998626709,9.193658828735352
196,asas,they said that we knew that,3.0586276054382324,9.094475746154785,7.2702155113220215,6.202547550201416
197,asas,they said that we knew that,1.89164400100708,16.84121322631836,14.216102600097656,11.760068893432617
